Pedido_ID,Linea_ID,Fecha,Hora inicio preparación,Hora fin preparación,Plato,Cantidad_platos,Insumo,Cantidad_insumo,Unidad,Lote_ID,Ubicación_origen,Responsable (cocinero/chef),Tiempo_total,Estado del pedido,Desperdicio registrado,Observaciones del pedido
20220829-1,1,2022-08-29,11:14,15:24,Lomo Saltado,26,Carne de res,4.68,kg,L595-0146,A1,Chef,13,Completado,0.2814245952935775,
20220829-1,2,2022-08-29,11:14,15:24,Lomo Saltado,26,Papa amarilla,3.9,kg,L057-0122,B1,Chef,13,Completado,0.30777819258503225,
20220829-1,3,2022-08-29,11:14,15:24,Lomo Saltado,26,Cebolla roja,1.04,kg,L875-0054,C1,Chef,13,Completado,0.070158730213529,
20220829-2,1,2022-08-29,14:47,11:46,Pollo a la Brasa,31,Pollo entero,12.4,kg,L162-0272,A2,Chef,13,Completado,0.7302536562445763,
20220829-2,2,2022-08-29,14:47,11:46,Pollo a la Brasa,31,Papa blanca,6.2,kg,L336-0138,B2,Chef,13,Completado,0.4836190885053341,
20220829-2,3,2022-08-29,14:47,11:46,Pollo a la Brasa,31,Ensalada,3.1,kg,L281-0070,C2,Chef,13,Completado,0.24007851499079744,
20220829-3,1,2022-08-29,17:18,11:05,Ceviche Clásico,19,Pescado blanco,3.8,kg,L189-0108,D1,Chef,15,Completado,0.3020076156352885,
20220829-3,2,2022-08-29,17:18,11:05,Ceviche Clásico,19,Limón,0.95,ml,L173-0027,D2,Chef,15,Completado,0.07063285866690386,
20220829-3,3,2022-08-29,17:18,11:05,Ceviche Clásico,19,Cebolla roja,0.76,kg,L875-0054,C1,Chef,15,Completado,0.06808374413999337,
20220829-4,1,2022-08-29,20:13,12:19,Arroz Chaufa,18,Arroz,4.5,kg,L441-0102,E1,Chef,16,Completado,0.39025090392076794,
20220829-4,2,2022-08-29,20:13,12:19,Arroz Chaufa,18,Huevo,0.9,kg,L212-0020,C4,Chef,16,Completado,0.04905392517804417,
20220829-4,3,2022-08-29,20:13,12:19,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0025,A3,Chef,16,Completado,0.059724055075284437,
20220829-5,1,2022-08-29,14:29,18:10,Tallarines Verdes,7,Fideos,1.4,kg,L174-0055,E2,Chef,14,Completado,0.07404471908003676,
20220829-5,2,2022-08-29,14:29,18:10,Tallarines Verdes,7,Espinaca,0.42,kg,L746-0017,C5,Chef,14,Completado,0.03611721970573279,
20220829-5,3,2022-08-29,14:29,18:10,Tallarines Verdes,7,Queso fresco,0.21,kg,L298-0008,C6,Chef,14,Completado,0.01575756121295648,
20220830-1,1,2022-08-30,13:06,14:08,Lomo Saltado,34,Carne de res,6.12,kg,L595-0146,A1,Chef,7,Completado,0.540656415045667,
20220830-1,2,2022-08-30,13:06,14:08,Lomo Saltado,34,Papa amarilla,5.1,kg,L057-0122,B1,Chef,7,Completado,0.24164151100930692,
20220830-1,3,2022-08-30,13:06,14:08,Lomo Saltado,34,Cebolla roja,1.36,kg,L875-0054,C1,Chef,7,Completado,0.1355240101029846,
20220830-2,1,2022-08-30,17:52,14:19,Pollo a la Brasa,30,Pollo entero,12.0,kg,L162-0272,A2,Chef,12,Completado,1.0395371535933906,
20220830-2,2,2022-08-30,17:52,14:19,Pollo a la Brasa,30,Papa blanca,6.0,kg,L336-0138,B2,Chef,12,Completado,0.25184438170424117,
20220830-2,3,2022-08-30,17:52,14:19,Pollo a la Brasa,30,Ensalada,3.0,kg,L281-0070,C2,Chef,12,Completado,0.193169300805875,
20220830-3,1,2022-08-30,20:14,10:34,Ceviche Clásico,27,Pescado blanco,5.4,kg,L189-0108,D1,Chef,6,Completado,0.25069175303053093,
20220830-3,2,2022-08-30,20:14,10:34,Ceviche Clásico,27,Limón,1.35,ml,L173-0027,D2,Chef,6,Completado,0.08312741775531167,
20220830-3,3,2022-08-30,20:14,10:34,Ceviche Clásico,27,Cebolla roja,1.08,kg,L875-0054,C1,Chef,6,Completado,0.047691169366382555,
20220830-4,1,2022-08-30,19:43,14:32,Arroz Chaufa,19,Arroz,4.75,kg,L441-0102,E1,Chef,17,Completado,0.2650007278661565,
20220830-4,2,2022-08-30,19:43,14:32,Arroz Chaufa,19,Huevo,0.95,kg,L212-0020,C4,Chef,17,Completado,0.0632607849269847,
20220830-4,3,2022-08-30,19:43,14:32,Arroz Chaufa,19,Pollo desmenuzado,1.14,kg,L701-0025,A3,Chef,17,Completado,0.08070251625775508,
20220830-5,1,2022-08-30,16:36,11:52,Tallarines Verdes,16,Fideos,3.2,kg,L174-0055,E2,Chef,17,Completado,0.175680709244451,
20220830-5,2,2022-08-30,16:36,11:52,Tallarines Verdes,16,Espinaca,0.96,kg,L746-0017,C5,Chef,17,Completado,0.07456165588028323,
20220830-5,3,2022-08-30,16:36,11:52,Tallarines Verdes,16,Queso fresco,0.48,kg,L298-0008,C6,Chef,17,Completado,0.04675202514965162,
20220831-1,1,2022-08-31,10:11,15:20,Lomo Saltado,33,Carne de res,5.94,kg,L595-0146,A1,Chef,13,Completado,0.532015053298975,
20220831-1,2,2022-08-31,10:11,15:20,Lomo Saltado,33,Papa amarilla,4.95,kg,L057-0122,B1,Chef,13,Completado,0.34205505586279367,
20220831-1,3,2022-08-31,10:11,15:20,Lomo Saltado,33,Cebolla roja,1.32,kg,L875-0054,C1,Chef,13,Completado,0.07362649757280518,
20220831-2,1,2022-08-31,15:33,14:16,Pollo a la Brasa,30,Pollo entero,12.0,kg,L162-0272,A2,Chef,6,Completado,0.508190995898004,
20220831-2,2,2022-08-31,15:33,14:16,Pollo a la Brasa,30,Papa blanca,6.0,kg,L336-0138,B2,Chef,6,Completado,0.47490563644426154,
20220831-2,3,2022-08-31,15:33,14:16,Pollo a la Brasa,30,Ensalada,3.0,kg,L281-0070,C2,Chef,6,Completado,0.22199320963966862,
20220831-3,1,2022-08-31,13:19,14:53,Ceviche Clásico,30,Pescado blanco,6.0,kg,L189-0108,D1,Chef,13,Completado,0.5885004935437204,
20220831-3,2,2022-08-31,13:19,14:53,Ceviche Clásico,30,Limón,1.5,ml,L173-0027,D2,Chef,13,Completado,0.13460269492998433,
20220831-3,3,2022-08-31,13:19,14:53,Ceviche Clásico,30,Cebolla roja,1.2,kg,L875-0054,C1,Chef,13,Completado,0.11066846689348013,
20220831-4,1,2022-08-31,15:27,20:09,Arroz Chaufa,18,Arroz,4.5,kg,L441-0102,E1,Chef,13,Completado,0.33023308848796235,
20220831-4,2,2022-08-31,15:27,20:09,Arroz Chaufa,18,Huevo,0.9,kg,L212-0020,C4,Chef,13,Completado,0.07534671472270188,
20220831-4,3,2022-08-31,15:27,20:09,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0025,A3,Chef,13,Completado,0.05882860076023407,
20220831-5,1,2022-08-31,16:23,11:59,Tallarines Verdes,6,Fideos,1.2,kg,L174-0055,E2,Chef,7,Completado,0.10244669263981852,
20220831-5,2,2022-08-31,16:23,11:59,Tallarines Verdes,6,Espinaca,0.36,kg,L746-0017,C5,Chef,7,Completado,0.019585373736425875,
20220831-5,3,2022-08-31,16:23,11:59,Tallarines Verdes,6,Queso fresco,0.18,kg,L298-0008,C6,Chef,7,Completado,0.011169741847358219,
20220901-1,1,2022-09-01,10:05,10:18,Lomo Saltado,46,Carne de res,8.28,kg,L595-0146,A1,Chef,16,Completado,0.8015800537413315,
20220901-1,2,2022-09-01,10:05,10:18,Lomo Saltado,46,Papa amarilla,6.9,kg,L057-0122,B1,Chef,16,Completado,0.432468533025464,
20220901-1,3,2022-09-01,10:05,10:18,Lomo Saltado,46,Cebolla roja,1.84,kg,L875-0054,C1,Chef,16,Completado,0.12769809831643647,
20220901-2,1,2022-09-01,12:50,16:32,Pollo a la Brasa,43,Pollo entero,17.2,kg,L162-0272,A2,Chef,10,Completado,1.35905470839704,
20220901-2,2,2022-09-01,12:50,16:32,Pollo a la Brasa,43,Papa blanca,8.6,kg,L336-0138,B2,Chef,10,Completado,0.39807041038719515,
20220901-2,3,2022-09-01,12:50,16:32,Pollo a la Brasa,43,Ensalada,4.3,kg,L281-0071,C2,Chef,10,Completado,0.2853015251594354,
20220901-3,1,2022-09-01,13:02,15:47,Ceviche Clásico,44,Pescado blanco,8.8,kg,L189-0108,D1,Chef,11,Completado,0.6110911670671815,
20220901-3,2,2022-09-01,13:02,15:47,Ceviche Clásico,44,Limón,2.2,ml,L173-0027,D2,Chef,11,Completado,0.1232914398911624,
20220901-3,3,2022-09-01,13:02,15:47,Ceviche Clásico,44,Cebolla roja,1.76,kg,L875-0054,C1,Chef,11,Completado,0.11508348177052986,
20220901-4,1,2022-09-01,12:53,20:54,Arroz Chaufa,24,Arroz,6.0,kg,L441-0102,E1,Chef,6,Completado,0.46556775816890517,
20220901-4,2,2022-09-01,12:53,20:54,Arroz Chaufa,24,Huevo,1.2,kg,L212-0020,C4,Chef,6,Completado,0.11246810701411196,
20220901-4,3,2022-09-01,12:53,20:54,Arroz Chaufa,24,Pollo desmenuzado,1.44,kg,L701-0025,A3,Chef,6,Completado,0.09904574971759418,
20220901-5,1,2022-09-01,12:47,17:32,Tallarines Verdes,21,Fideos,4.2,kg,L174-0055,E2,Chef,16,Completado,0.277131411626574,
20220901-5,2,2022-09-01,12:47,17:32,Tallarines Verdes,21,Espinaca,1.26,kg,L746-0017,C5,Chef,16,Completado,0.0734778311579192,
20220901-5,3,2022-09-01,12:47,17:32,Tallarines Verdes,21,Queso fresco,0.63,kg,L298-0008,C6,Chef,16,Completado,0.04477354649653843,
20220902-1,1,2022-09-02,10:27,11:51,Lomo Saltado,39,Carne de res,7.02,kg,L595-0146,A1,Chef,15,Completado,0.6986349283042046,
20220902-1,2,2022-09-02,10:27,11:51,Lomo Saltado,39,Papa amarilla,5.85,kg,L057-0122,B1,Chef,15,Completado,0.5022817838947142,
20220902-1,3,2022-09-02,10:27,11:51,Lomo Saltado,39,Cebolla roja,1.56,kg,L875-0054,C1,Chef,15,Completado,0.08931647579442484,
20220902-2,1,2022-09-02,10:08,10:14,Pollo a la Brasa,47,Pollo entero,18.8,kg,L162-0272,A2,Chef,9,Completado,1.624566349661575,
20220902-2,2,2022-09-02,10:08,10:14,Pollo a la Brasa,47,Papa blanca,9.4,kg,L336-0138,B2,Chef,9,Completado,0.49420669527581484,
20220902-2,3,2022-09-02,10:08,10:14,Pollo a la Brasa,47,Ensalada,4.7,kg,L281-0071,C2,Chef,9,Completado,0.4301325228125806,
20220902-3,1,2022-09-02,17:00,18:21,Ceviche Clásico,27,Pescado blanco,5.4,kg,L189-0109,D1,Chef,6,Completado,0.2848602935968718,
20220902-3,2,2022-09-02,17:00,18:21,Ceviche Clásico,27,Limón,1.35,ml,L173-0027,D2,Chef,6,Completado,0.05576859258263486,
20220902-3,3,2022-09-02,17:00,18:21,Ceviche Clásico,27,Cebolla roja,1.08,kg,L875-0054,C1,Chef,6,Completado,0.09598634993822691,
20220902-4,1,2022-09-02,14:47,15:13,Arroz Chaufa,20,Arroz,5.0,kg,L441-0102,E1,Chef,14,Completado,0.4282765464538549,
20220902-4,2,2022-09-02,14:47,15:13,Arroz Chaufa,20,Huevo,1.0,kg,L212-0020,C4,Chef,14,Completado,0.09015222453748105,
20220902-4,3,2022-09-02,14:47,15:13,Arroz Chaufa,20,Pollo desmenuzado,1.2,kg,L701-0025,A3,Chef,14,Completado,0.07044226538313934,
20220902-5,1,2022-09-02,10:00,11:10,Tallarines Verdes,16,Fideos,3.2,kg,L174-0055,E2,Chef,16,Completado,0.132694942731911,
20220902-5,2,2022-09-02,10:00,11:10,Tallarines Verdes,16,Espinaca,0.96,kg,L746-0017,C5,Chef,16,Completado,0.06646943897060484,
20220902-5,3,2022-09-02,10:00,11:10,Tallarines Verdes,16,Queso fresco,0.48,kg,L298-0008,C6,Chef,16,Completado,0.03160866607955155,
20220903-1,1,2022-09-03,11:52,11:38,Lomo Saltado,69,Carne de res,12.42,kg,L595-0147,A1,Chef,10,Completado,0.9491900822771921,
20220903-1,2,2022-09-03,11:52,11:38,Lomo Saltado,69,Papa amarilla,10.35,kg,L057-0122,B1,Chef,10,Completado,0.8335931535385711,
20220903-1,3,2022-09-03,11:52,11:38,Lomo Saltado,69,Cebolla roja,2.76,kg,L875-0054,C1,Chef,10,Completado,0.13702080303726766,
20220903-2,1,2022-09-03,16:32,18:46,Pollo a la Brasa,53,Pollo entero,21.2,kg,L162-0273,A2,Chef,14,Completado,1.5416054360509455,
20220903-2,2,2022-09-03,16:32,18:46,Pollo a la Brasa,53,Papa blanca,10.6,kg,L336-0139,B2,Chef,14,Completado,0.6972085630275386,
20220903-2,3,2022-09-03,16:32,18:46,Pollo a la Brasa,53,Ensalada,5.3,kg,L281-0071,C2,Chef,14,Completado,0.3802000765675872,
20220903-3,1,2022-09-03,14:04,10:05,Ceviche Clásico,51,Pescado blanco,10.2,kg,L189-0109,D1,Chef,13,Completado,0.85628952077882,
20220903-3,2,2022-09-03,14:04,10:05,Ceviche Clásico,51,Limón,2.55,ml,L173-0027,D2,Chef,13,Completado,0.14663092115065451,
20220903-3,3,2022-09-03,14:04,10:05,Ceviche Clásico,51,Cebolla roja,2.04,kg,L875-0054,C1,Chef,13,Completado,0.17298539869323554,
20220903-4,1,2022-09-03,13:31,11:36,Arroz Chaufa,31,Arroz,7.75,kg,L441-0102,E1,Chef,17,Completado,0.6742375942089012,
20220903-4,2,2022-09-03,13:31,11:36,Arroz Chaufa,31,Huevo,1.55,kg,L212-0020,C4,Chef,17,Completado,0.11262666929022508,
20220903-4,3,2022-09-03,13:31,11:36,Arroz Chaufa,31,Pollo desmenuzado,1.86,kg,L701-0025,A3,Chef,17,Completado,0.12055410276118299,
20220903-5,1,2022-09-03,12:38,14:42,Tallarines Verdes,31,Fideos,6.2,kg,L174-0055,E2,Chef,14,Completado,0.4838331659412966,
20220903-5,2,2022-09-03,12:38,14:42,Tallarines Verdes,31,Espinaca,1.86,kg,L746-0017,C5,Chef,14,Completado,0.1359546024068812,
20220903-5,3,2022-09-03,12:38,14:42,Tallarines Verdes,31,Queso fresco,0.93,kg,L298-0009,C6,Chef,14,Completado,0.06851695646083028,
20220904-1,1,2022-09-04,12:44,11:53,Lomo Saltado,62,Carne de res,11.16,kg,L595-0147,A1,Chef,7,Completado,1.0359113654815777,
20220904-1,2,2022-09-04,12:44,11:53,Lomo Saltado,62,Papa amarilla,9.3,kg,L057-0122,B1,Chef,7,Completado,0.7969017122822561,
20220904-1,3,2022-09-04,12:44,11:53,Lomo Saltado,62,Cebolla roja,2.48,kg,L875-0055,C1,Chef,7,Completado,0.17227430173372602,
20220904-2,1,2022-09-04,17:11,15:15,Pollo a la Brasa,57,Pollo entero,22.8,kg,L162-0273,A2,Chef,8,Completado,1.7011906136038253,
20220904-2,2,2022-09-04,17:11,15:15,Pollo a la Brasa,57,Papa blanca,11.4,kg,L336-0139,B2,Chef,8,Completado,0.7066932479187126,
20220904-2,3,2022-09-04,17:11,15:15,Pollo a la Brasa,57,Ensalada,5.7,kg,L281-0071,C2,Chef,8,Completado,0.5101540754053561,
20220904-3,1,2022-09-04,13:48,12:29,Ceviche Clásico,37,Pescado blanco,7.4,kg,L189-0109,D1,Chef,15,Completado,0.4338470595742759,
20220904-3,2,2022-09-04,13:48,12:29,Ceviche Clásico,37,Limón,1.85,ml,L173-0027,D2,Chef,15,Completado,0.15445281320730553,
20220904-3,3,2022-09-04,13:48,12:29,Ceviche Clásico,37,Cebolla roja,1.48,kg,L875-0055,C1,Chef,15,Completado,0.07958519321446385,
20220904-4,1,2022-09-04,18:59,13:13,Arroz Chaufa,33,Arroz,8.25,kg,L441-0102,E1,Chef,10,Completado,0.3351258931597664,
20220904-4,2,2022-09-04,18:59,13:13,Arroz Chaufa,33,Huevo,1.65,kg,L212-0020,C4,Chef,10,Completado,0.10932400778449083,
20220904-4,3,2022-09-04,18:59,13:13,Arroz Chaufa,33,Pollo desmenuzado,1.98,kg,L701-0025,A3,Chef,10,Completado,0.10244304700114057,
20220904-5,1,2022-09-04,18:45,10:53,Tallarines Verdes,19,Fideos,3.8,kg,L174-0055,E2,Chef,16,Completado,0.16892106612628927,
20220904-5,2,2022-09-04,18:45,10:53,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0017,C5,Chef,16,Completado,0.05985118569931322,
20220904-5,3,2022-09-04,18:45,10:53,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0009,C6,Chef,16,Completado,0.0472719098730436,
20220905-1,1,2022-09-05,11:13,20:45,Lomo Saltado,60,Carne de res,10.8,kg,L595-0147,A1,Chef,6,Completado,1.033426765533514,
20220905-1,2,2022-09-05,11:13,20:45,Lomo Saltado,60,Papa amarilla,9.0,kg,L057-0122,B1,Chef,6,Completado,0.5656172667863827,
20220905-1,3,2022-09-05,11:13,20:45,Lomo Saltado,60,Cebolla roja,2.4,kg,L875-0055,C1,Chef,6,Completado,0.16984939044566882,
20220905-2,1,2022-09-05,12:50,11:32,Pollo a la Brasa,43,Pollo entero,17.2,kg,L162-0273,A2,Chef,7,Completado,0.8625294390504513,
20220905-2,2,2022-09-05,12:50,11:32,Pollo a la Brasa,43,Papa blanca,8.6,kg,L336-0139,B2,Chef,7,Completado,0.7062024441871253,
20220905-2,3,2022-09-05,12:50,11:32,Pollo a la Brasa,43,Ensalada,4.3,kg,L281-0071,C2,Chef,7,Completado,0.1865178513099312,
20220905-3,1,2022-09-05,16:19,16:23,Ceviche Clásico,42,Pescado blanco,8.4,kg,L189-0109,D1,Chef,8,Completado,0.7013035974439152,
20220905-3,2,2022-09-05,16:19,16:23,Ceviche Clásico,42,Limón,2.1,ml,L173-0027,D2,Chef,8,Completado,0.08774637933128868,
20220905-3,3,2022-09-05,16:19,16:23,Ceviche Clásico,42,Cebolla roja,1.68,kg,L875-0055,C1,Chef,8,Completado,0.08039299357521504,
20220905-4,1,2022-09-05,18:32,17:56,Arroz Chaufa,29,Arroz,7.25,kg,L441-0102,E1,Chef,15,Completado,0.6565043780750046,
20220905-4,2,2022-09-05,18:32,17:56,Arroz Chaufa,29,Huevo,1.45,kg,L212-0020,C4,Chef,15,Completado,0.0747681715920062,
20220905-4,3,2022-09-05,18:32,17:56,Arroz Chaufa,29,Pollo desmenuzado,1.74,kg,L701-0025,A3,Chef,15,Completado,0.13051537135522398,
20220905-5,1,2022-09-05,19:12,19:05,Tallarines Verdes,28,Fideos,5.6,kg,L174-0055,E2,Chef,10,Completado,0.4088309289257009,
20220905-5,2,2022-09-05,19:12,19:05,Tallarines Verdes,28,Espinaca,1.68,kg,L746-0017,C5,Chef,10,Completado,0.15037730438109553,
20220905-5,3,2022-09-05,19:12,19:05,Tallarines Verdes,28,Queso fresco,0.84,kg,L298-0009,C6,Chef,10,Completado,0.06593615823894208,
20220906-1,1,2022-09-06,15:29,14:15,Lomo Saltado,39,Carne de res,7.02,kg,L595-0147,A1,Chef,16,Completado,0.6053714167295561,
20220906-1,2,2022-09-06,15:29,14:15,Lomo Saltado,39,Papa amarilla,5.85,kg,L057-0122,B1,Chef,16,Completado,0.2718578003741413,
20220906-1,3,2022-09-06,15:29,14:15,Lomo Saltado,39,Cebolla roja,1.56,kg,L875-0055,C1,Chef,16,Completado,0.07744933398431078,
20220906-2,1,2022-09-06,14:55,16:06,Pollo a la Brasa,27,Pollo entero,10.8,kg,L162-0273,A2,Chef,8,Completado,0.991345628220733,
20220906-2,2,2022-09-06,14:55,16:06,Pollo a la Brasa,27,Papa blanca,5.4,kg,L336-0139,B2,Chef,8,Completado,0.32499391048450893,
20220906-2,3,2022-09-06,14:55,16:06,Pollo a la Brasa,27,Ensalada,2.7,kg,L281-0071,C2,Chef,8,Completado,0.16903023734362324,
20220906-3,1,2022-09-06,13:30,13:08,Ceviche Clásico,27,Pescado blanco,5.4,kg,L189-0109,D1,Chef,15,Completado,0.32709131426848204,
20220906-3,2,2022-09-06,13:30,13:08,Ceviche Clásico,27,Limón,1.35,ml,L173-0027,D2,Chef,15,Completado,0.06700220340504177,
20220906-3,3,2022-09-06,13:30,13:08,Ceviche Clásico,27,Cebolla roja,1.08,kg,L875-0055,C1,Chef,15,Completado,0.09489606228811003,
20220906-4,1,2022-09-06,17:12,12:15,Arroz Chaufa,22,Arroz,5.5,kg,L441-0102,E1,Chef,7,Completado,0.4355318272862125,
20220906-4,2,2022-09-06,17:12,12:15,Arroz Chaufa,22,Huevo,1.1,kg,L212-0020,C4,Chef,7,Completado,0.10089559682410529,
20220906-4,3,2022-09-06,17:12,12:15,Arroz Chaufa,22,Pollo desmenuzado,1.32,kg,L701-0025,A3,Chef,7,Completado,0.10356377560108887,
20220906-5,1,2022-09-06,10:17,16:20,Tallarines Verdes,9,Fideos,1.8,kg,L174-0055,E2,Chef,16,Completado,0.17048977643451593,
20220906-5,2,2022-09-06,10:17,16:20,Tallarines Verdes,9,Espinaca,0.54,kg,L746-0017,C5,Chef,16,Completado,0.05048553852465466,
20220906-5,3,2022-09-06,10:17,16:20,Tallarines Verdes,9,Queso fresco,0.27,kg,L298-0009,C6,Chef,16,Completado,0.016618815479482154,
20220907-1,1,2022-09-07,14:16,20:38,Lomo Saltado,66,Carne de res,11.88,kg,L595-0147,A1,Chef,8,Completado,0.7150554047044905,
20220907-1,2,2022-09-07,14:16,20:38,Lomo Saltado,66,Papa amarilla,9.9,kg,L057-0122,B1,Chef,8,Completado,0.8542543529873855,
20220907-1,3,2022-09-07,14:16,20:38,Lomo Saltado,66,Cebolla roja,2.64,kg,L875-0055,C1,Chef,8,Completado,0.12814316135144205,
20220907-2,1,2022-09-07,10:33,11:09,Pollo a la Brasa,60,Pollo entero,24.0,kg,L162-0273,A2,Chef,13,Completado,2.2656520112705905,
20220907-2,2,2022-09-07,10:33,11:09,Pollo a la Brasa,60,Papa blanca,12.0,kg,L336-0139,B2,Chef,13,Completado,0.8006675674846491,
20220907-2,3,2022-09-07,10:33,11:09,Pollo a la Brasa,60,Ensalada,6.0,kg,L281-0071,C2,Chef,13,Completado,0.393819195925807,
20220907-3,1,2022-09-07,14:35,17:55,Ceviche Clásico,42,Pescado blanco,8.4,kg,L189-0109,D1,Chef,17,Completado,0.437599611750731,
20220907-3,2,2022-09-07,14:35,17:55,Ceviche Clásico,42,Limón,2.1,ml,L173-0027,D2,Chef,17,Completado,0.18409612549690405,
20220907-3,3,2022-09-07,14:35,17:55,Ceviche Clásico,42,Cebolla roja,1.68,kg,L875-0055,C1,Chef,17,Completado,0.07397582571841353,
20220907-4,1,2022-09-07,10:19,20:41,Arroz Chaufa,34,Arroz,8.5,kg,L441-0102,E1,Chef,6,Completado,0.7587922732263274,
20220907-4,2,2022-09-07,10:19,20:41,Arroz Chaufa,34,Huevo,1.7,kg,L212-0020,C4,Chef,6,Completado,0.16183700468978005,
20220907-4,3,2022-09-07,10:19,20:41,Arroz Chaufa,34,Pollo desmenuzado,2.04,kg,L701-0025,A3,Chef,6,Completado,0.1947236152225689,
20220907-5,1,2022-09-07,15:57,13:05,Tallarines Verdes,19,Fideos,3.8,kg,L174-0055,E2,Chef,14,Completado,0.2767676396747961,
20220907-5,2,2022-09-07,15:57,13:05,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0017,C5,Chef,14,Completado,0.05710076684546003,
20220907-5,3,2022-09-07,15:57,13:05,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0009,C6,Chef,14,Completado,0.05175366048061549,
20220908-1,1,2022-09-08,10:48,16:45,Lomo Saltado,64,Carne de res,11.52,kg,L595-0147,A1,Chef,16,Completado,0.6549893962181493,
20220908-1,2,2022-09-08,10:48,16:45,Lomo Saltado,64,Papa amarilla,9.6,kg,L057-0122,B1,Chef,16,Completado,0.8804713007977003,
20220908-1,3,2022-09-08,10:48,16:45,Lomo Saltado,64,Cebolla roja,2.56,kg,L875-0055,C1,Chef,16,Completado,0.1581543355517741,
20220908-2,1,2022-09-08,17:36,12:34,Pollo a la Brasa,44,Pollo entero,17.6,kg,L162-0274,A2,Chef,6,Completado,0.7450621311784709,
20220908-2,2,2022-09-08,17:36,12:34,Pollo a la Brasa,44,Papa blanca,8.8,kg,L336-0139,B2,Chef,6,Completado,0.3793663353074977,
20220908-2,3,2022-09-08,17:36,12:34,Pollo a la Brasa,44,Ensalada,4.4,kg,L281-0071,C2,Chef,6,Completado,0.24688070677551532,
20220908-3,1,2022-09-08,15:33,12:10,Ceviche Clásico,45,Pescado blanco,9.0,kg,L189-0109,D1,Chef,6,Completado,0.8918971768275776,
20220908-3,2,2022-09-08,15:33,12:10,Ceviche Clásico,45,Limón,2.25,ml,L173-0027,D2,Chef,6,Completado,0.1355850784574265,
20220908-3,3,2022-09-08,15:33,12:10,Ceviche Clásico,45,Cebolla roja,1.8,kg,L875-0055,C1,Chef,6,Completado,0.15647233115433462,
20220908-4,1,2022-09-08,18:42,17:05,Arroz Chaufa,22,Arroz,5.5,kg,L441-0102,E1,Chef,15,Completado,0.3310557399032611,
20220908-4,2,2022-09-08,18:42,17:05,Arroz Chaufa,22,Huevo,1.1,kg,L212-0020,C4,Chef,15,Completado,0.10769743313818746,
20220908-4,3,2022-09-08,18:42,17:05,Arroz Chaufa,22,Pollo desmenuzado,1.32,kg,L701-0026,A3,Chef,15,Completado,0.09044210066746208,
20220908-5,1,2022-09-08,10:26,18:09,Tallarines Verdes,12,Fideos,2.4,kg,L174-0055,E2,Chef,14,Completado,0.15162274146398466,
20220908-5,2,2022-09-08,10:26,18:09,Tallarines Verdes,12,Espinaca,0.72,kg,L746-0017,C5,Chef,14,Completado,0.06711652969296075,
20220908-5,3,2022-09-08,10:26,18:09,Tallarines Verdes,12,Queso fresco,0.36,kg,L298-0009,C6,Chef,14,Completado,0.026163448115693082,
20220909-1,1,2022-09-09,18:58,19:23,Lomo Saltado,51,Carne de res,9.18,kg,L595-0147,A1,Chef,7,Completado,0.5175741245778949,
20220909-1,2,2022-09-09,18:58,19:23,Lomo Saltado,51,Papa amarilla,7.65,kg,L057-0123,B1,Chef,7,Completado,0.718404037237989,
20220909-1,3,2022-09-09,18:58,19:23,Lomo Saltado,51,Cebolla roja,2.04,kg,L875-0055,C1,Chef,7,Completado,0.15682537160759485,
20220909-2,1,2022-09-09,17:12,17:21,Pollo a la Brasa,35,Pollo entero,14.0,kg,L162-0274,A2,Chef,12,Completado,0.7656425066806463,
20220909-2,2,2022-09-09,17:12,17:21,Pollo a la Brasa,35,Papa blanca,7.0,kg,L336-0139,B2,Chef,12,Completado,0.41902359205238726,
20220909-2,3,2022-09-09,17:12,17:21,Pollo a la Brasa,35,Ensalada,3.5,kg,L281-0071,C2,Chef,12,Completado,0.23978771758129186,
20220909-3,1,2022-09-09,19:02,20:20,Ceviche Clásico,35,Pescado blanco,7.0,kg,L189-0109,D1,Chef,16,Completado,0.6712423193502979,
20220909-3,2,2022-09-09,19:02,20:20,Ceviche Clásico,35,Limón,1.75,ml,L173-0027,D2,Chef,16,Completado,0.0972032685584645,
20220909-3,3,2022-09-09,19:02,20:20,Ceviche Clásico,35,Cebolla roja,1.4,kg,L875-0055,C1,Chef,16,Completado,0.11688524522946962,
20220909-4,1,2022-09-09,19:27,19:28,Arroz Chaufa,26,Arroz,6.5,kg,L441-0102,E1,Chef,16,Completado,0.5462428487372658,
20220909-4,2,2022-09-09,19:27,19:28,Arroz Chaufa,26,Huevo,1.3,kg,L212-0020,C4,Chef,16,Completado,0.0726345611038425,
20220909-4,3,2022-09-09,19:27,19:28,Arroz Chaufa,26,Pollo desmenuzado,1.56,kg,L701-0026,A3,Chef,16,Completado,0.12225478413310686,
20220909-5,1,2022-09-09,13:06,11:22,Tallarines Verdes,23,Fideos,4.6,kg,L174-0055,E2,Chef,8,Completado,0.22511457581230424,
