fecha,día_semana,mes,estación,evento,feriado,clima,temperatura (°C)
2020-10-06,Domingo,Octubre,Primavera,Ninguno,0,Nublado,25.64255290852354
2020-10-07,Lunes,Octubre,Primavera,Ninguno,0,Soleado,22.14465084197878
2020-10-08,Martes,Octubre,Primavera,Combate de Angamos,1,Nublado,22.0217193365148
2020-10-09,Miércoles,Octubre,Primavera,Ninguno,0,Soleado,24.42370071059091
2020-10-10,Jueves,Octubre,Primavera,Ninguno,0,Soleado,25.20592724343766
2020-10-11,Viernes,Octubre,Primavera,Ninguno,0,Nublado,25.39763537169229
2020-10-12,Sábado,Octubre,Primavera,Ninguno,0,Soleado,22.22892776061304
2020-10-13,Domingo,Octubre,Primavera,Ninguno,0,Nublado,25.71118172068912
2020-10-14,Lunes,Octubre,Primavera,Ninguno,0,Nublado,25.08843359641752
2020-10-15,Martes,Octubre,Primavera,Ninguno,0,Nublado,25.35192087462153
2020-10-16,Miércoles,Octubre,Primavera,Ninguno,0,Nublado,22.16060519818826
2020-10-17,Jueves,Octubre,Primavera,Ninguno,0,Soleado,22.49969471722257
2020-10-18,Viernes,Octubre,Primavera,Ninguno,0,Soleado,24.01812396077194
2020-10-19,Sábado,Octubre,Primavera,Ninguno,0,Nublado,24.52004737830559
2020-10-20,Domingo,Octubre,Primavera,Ninguno,0,Nublado,25.40452439904774
2020-10-21,Lunes,Octubre,Primavera,Ninguno,0,Soleado,24.93848436774065
2020-10-22,Martes,Octubre,Primavera,Ninguno,0,Soleado,22.77216596347562
2020-10-23,Miércoles,Octubre,Primavera,Ninguno,0,Soleado,24.83961878912521
2020-10-24,Jueves,Octubre,Primavera,Ninguno,0,Soleado,25.92081913959473
2020-10-25,Viernes,Octubre,Primavera,Ninguno,0,Nublado,22.21800125996518
2020-10-26,Sábado,Octubre,Primavera,Ninguno,0,Nublado,24.46523587971013
2020-10-27,Domingo,Octubre,Primavera,Ninguno,0,Soleado,25.53658284546727
2020-10-28,Lunes,Octubre,Primavera,Ninguno,0,Soleado,24.83831314040248
2020-10-29,Martes,Octubre,Primavera,Ninguno,0,Soleado,22.36688402329679
2020-10-30,Miércoles,Octubre,Primavera,Ninguno,0,Soleado,22.73413291552128
2020-10-31,Jueves,Octubre,Primavera,Ninguno,0,Soleado,23.83424256983396
2020-11-01,Viernes,Noviembre,Primavera,Todos los Santos,1,Nublado,25.13632379336563
2020-11-02,Sábado,Noviembre,Primavera,Ninguno,0,Soleado,24.28965259983455
2020-11-03,Domingo,Noviembre,Primavera,Ninguno,0,Nublado,22.5805210186602
2020-11-04,Lunes,Noviembre,Primavera,Ninguno,0,Soleado,23.20537053005887
2020-11-05,Martes,Noviembre,Primavera,Ninguno,0,Nublado,24.31206886323017
2020-11-06,Miércoles,Noviembre,Primavera,Ninguno,0,Nublado,24.59693262098124
2020-11-07,Jueves,Noviembre,Primavera,Ninguno,0,Nublado,25.76237763878207
2020-11-08,Viernes,Noviembre,Primavera,Ninguno,0,Soleado,24.03341095378777
2020-11-09,Sábado,Noviembre,Primavera,Ninguno,0,Soleado,23.61613756296306
2020-11-10,Domingo,Noviembre,Primavera,Ninguno,0,Nublado,22.47687010479098
2020-11-11,Lunes,Noviembre,Primavera,Ninguno,0,Soleado,22.53637843949106
2020-11-12,Martes,Noviembre,Primavera,Ninguno,0,Nublado,23.21881841504333
2020-11-13,Miércoles,Noviembre,Primavera,Ninguno,0,Soleado,23.7116128547254
2020-11-14,Jueves,Noviembre,Primavera,Ninguno,0,Nublado,24.53851646967305
2020-11-15,Viernes,Noviembre,Primavera,Ninguno,0,Nublado,23.64724358634228
2020-11-16,Sábado,Noviembre,Primavera,Ninguno,0,Soleado,22.87051410678785
2020-11-17,Domingo,Noviembre,Primavera,Ninguno,0,Soleado,24.35322499363603
2020-11-18,Lunes,Noviembre,Primavera,Ninguno,0,Nublado,22.14423933710945
2020-11-19,Martes,Noviembre,Primavera,Ninguno,0,Soleado,23.67360017662744
2020-11-20,Miércoles,Noviembre,Primavera,Ninguno,0,Soleado,22.90237147281685
2020-11-21,Jueves,Noviembre,Primavera,Ninguno,0,Soleado,24.28983173248846
2020-11-22,Viernes,Noviembre,Primavera,Ninguno,0,Soleado,24.80800872444149
2020-11-23,Sábado,Noviembre,Primavera,Ninguno,0,Nublado,24.59179392880484
2020-11-24,Domingo,Noviembre,Primavera,Ninguno,0,Nublado,23.26485660729617
2020-11-25,Lunes,Noviembre,Primavera,Ninguno,0,Nublado,25.14972888794382
2020-11-26,Martes,Noviembre,Primavera,Ninguno,0,Soleado,23.72567278071956
2020-11-27,Miércoles,Noviembre,Primavera,Ninguno,0,Nublado,24.50404992376423
2020-11-28,Jueves,Noviembre,Primavera,Ninguno,0,Nublado,24.05095697842703
2020-11-29,Viernes,Noviembre,Primavera,Ninguno,0,Soleado,24.94682275392888
2020-11-30,Sábado,Noviembre,Primavera,Ninguno,0,Nublado,25.68422878918077
2020-12-01,Domingo,Diciembre,Verano,Ninguno,0,Nublado,28.5181646259155
2020-12-02,Lunes,Diciembre,Verano,Ninguno,0,Nublado,29.99935205381918
2020-12-03,Martes,Diciembre,Verano,Ninguno,0,Nublado,27.57225345872101
2020-12-04,Miércoles,Diciembre,Verano,Ninguno,0,Nublado,28.47070823258712
2020-12-05,Jueves,Diciembre,Verano,Ninguno,0,Nublado,26.57928362167634
2020-12-06,Viernes,Diciembre,Verano,Ninguno,0,Soleado,30.20996605519732
2020-12-07,Sábado,Diciembre,Verano,Ninguno,0,Soleado,26.27783958453439
2020-12-08,Domingo,Diciembre,Verano,Inmaculada Concepción,1,Soleado,27.67065020250773
2020-12-09,Lunes,Diciembre,Verano,Ninguno,0,Soleado,26.86497222595797
2020-12-10,Martes,Diciembre,Verano,Ninguno,0,Nublado,29.71346283362543
2020-12-11,Miércoles,Diciembre,Verano,Ninguno,0,Soleado,26.07341421780036
2020-12-12,Jueves,Diciembre,Verano,Ninguno,0,Soleado,30.28274011787279
2020-12-13,Viernes,Diciembre,Verano,Ninguno,0,Nublado,27.86130786595774
2020-12-14,Sábado,Diciembre,Verano,Ninguno,0,Nublado,29.00420203972541
2020-12-15,Domingo,Diciembre,Verano,Ninguno,0,Soleado,26.59836277932447
2020-12-16,Lunes,Diciembre,Verano,Ninguno,0,Nublado,30.79214590450486
2020-12-17,Martes,Diciembre,Verano,Ninguno,0,Soleado,30.97732236291819
2020-12-18,Miércoles,Diciembre,Verano,Ninguno,0,Soleado,27.55480754960383
2020-12-19,Jueves,Diciembre,Verano,Ninguno,0,Nublado,29.43832524583046
2020-12-20,Viernes,Diciembre,Verano,Ninguno,0,Soleado,27.93920847581825
2020-12-21,Sábado,Diciembre,Verano,Ninguno,0,Nublado,29.2044431729308
2020-12-22,Domingo,Diciembre,Verano,Ninguno,0,Soleado,27.04528829301121
2020-12-23,Lunes,Diciembre,Verano,Ninguno,0,Soleado,28.62544151483631
2020-12-24,Martes,Diciembre,Verano,Ninguno,0,Soleado,26.82953433938267
2020-12-25,Miércoles,Diciembre,Verano,Navidad,1,Soleado,30.18152145275119
2020-12-26,Jueves,Diciembre,Verano,Ninguno,0,Nublado,28.77984714014224
2020-12-27,Viernes,Diciembre,Verano,Ninguno,0,Nublado,30.19534865440857
2020-12-28,Sábado,Diciembre,Verano,Ninguno,0,Nublado,26.70797944284387
2020-12-29,Domingo,Diciembre,Verano,Ninguno,0,Nublado,28.24122806627176
2020-12-30,Lunes,Diciembre,Verano,Ninguno,0,Nublado,26.40024641823092
2020-12-31,Martes,Diciembre,Verano,Fin de Año,0,Soleado,29.77665086397372
2021-01-01,Lunes,Enero,Verano,Año Nuevo,1,Soleado,28.19439219876026
2021-01-02,Martes,Enero,Verano,Ninguno,0,Nublado,30.29298959955691
2021-01-03,Miércoles,Enero,Verano,Ninguno,0,Soleado,26.47088673943825
2021-01-04,Jueves,Enero,Verano,Ninguno,0,Nublado,30.87811175818378
2021-01-05,Viernes,Enero,Verano,Ninguno,0,Nublado,29.93032152638477
2021-01-06,Sábado,Enero,Verano,Ninguno,0,Nublado,26.64056816337773
2021-01-07,Domingo,Enero,Verano,Ninguno,0,Nublado,27.85399012116291
2021-01-08,Lunes,Enero,Verano,Ninguno,0,Soleado,30.63382494424301
2021-01-09,Martes,Enero,Verano,Ninguno,0,Nublado,30.11380806635415
2021-01-10,Miércoles,Enero,Verano,Ninguno,0,Nublado,28.21707099413666
2021-01-11,Jueves,Enero,Verano,Ninguno,0,Soleado,28.77292393507917
2021-01-12,Viernes,Enero,Verano,Ninguno,0,Soleado,26.31908628052088
2021-01-13,Sábado,Enero,Verano,Ninguno,0,Nublado,29.15832199561033
2021-01-14,Domingo,Enero,Verano,Ninguno,0,Nublado,29.79043870042687
2021-01-15,Lunes,Enero,Verano,Ninguno,0,Nublado,30.85349012197452
2021-01-16,Martes,Enero,Verano,Ninguno,0,Soleado,30.46560560661099
2021-01-17,Miércoles,Enero,Verano,Ninguno,0,Nublado,26.97319353925984
2021-01-18,Jueves,Enero,Verano,Ninguno,0,Nublado,28.33360501863517
2021-01-19,Viernes,Enero,Verano,Ninguno,0,Soleado,26.77144746033774
2021-01-20,Sábado,Enero,Verano,Ninguno,0,Soleado,29.41524476621227
2021-01-21,Domingo,Enero,Verano,Ninguno,0,Nublado,30.83754866217105
2021-01-22,Lunes,Enero,Verano,Ninguno,0,Nublado,27.62912679069076
2021-01-23,Martes,Enero,Verano,Ninguno,0,Nublado,28.34777905637904
2021-01-24,Miércoles,Enero,Verano,Ninguno,0,Soleado,26.94735679542143
2021-01-25,Jueves,Enero,Verano,Ninguno,0,Soleado,28.37852463112967
2021-01-26,Viernes,Enero,Verano,Ninguno,0,Soleado,27.13454674525442
2021-01-27,Sábado,Enero,Verano,Ninguno,0,Nublado,28.18575959436165
2021-01-28,Domingo,Enero,Verano,Ninguno,0,Nublado,30.16339098028919
2021-01-29,Lunes,Enero,Verano,Ninguno,0,Nublado,27.5618332069102
2021-01-30,Martes,Enero,Verano,Ninguno,0,Nublado,30.16129900697601
2021-01-31,Miércoles,Enero,Verano,Ninguno,0,Soleado,27.93739189515087
2021-02-01,Jueves,Febrero,Verano,Ninguno,0,Nublado,27.44164051965122
2021-02-02,Viernes,Febrero,Verano,Ninguno,0,Soleado,26.69876241804655
2021-02-03,Sábado,Febrero,Verano,Ninguno,0,Nublado,26.99954101237554
2021-02-04,Domingo,Febrero,Verano,Ninguno,0,Nublado,29.93462188751069
2021-02-05,Lunes,Febrero,Verano,Ninguno,0,Soleado,29.32425428296016
2021-02-06,Martes,Febrero,Verano,Ninguno,0,Soleado,29.90364515510984
2021-02-07,Miércoles,Febrero,Verano,Ninguno,0,Nublado,28.2945788776917
2021-02-08,Jueves,Febrero,Verano,Ninguno,0,Nublado,26.69898499063829
2021-02-09,Viernes,Febrero,Verano,Ninguno,0,Nublado,26.57265036767987
2021-02-10,Sábado,Febrero,Verano,Ninguno,0,Soleado,28.35548103071566
2021-02-11,Domingo,Febrero,Verano,Ninguno,0,Nublado,28.82618053240594
2021-02-12,Lunes,Febrero,Verano,Ninguno,0,Soleado,29.17359160000295
2021-02-13,Martes,Febrero,Verano,Ninguno,0,Nublado,28.76789700328998
2021-02-14,Miércoles,Febrero,Verano,Día del Amor y la Amistad,0,Soleado,27.51975049031306
2021-02-15,Jueves,Febrero,Verano,Ninguno,0,Nublado,26.1540891728397
2021-02-16,Viernes,Febrero,Verano,Ninguno,0,Soleado,27.07292336409765
2021-02-17,Sábado,Febrero,Verano,Ninguno,0,Soleado,28.04264321862318
2021-02-18,Domingo,Febrero,Verano,Ninguno,0,Nublado,27.1696974293267
2021-02-19,Lunes,Febrero,Verano,Ninguno,0,Nublado,26.29151370844533
2021-02-20,Martes,Febrero,Verano,Ninguno,0,Nublado,27.46796878883342
2021-02-21,Miércoles,Febrero,Verano,Ninguno,0,Soleado,29.30958257363448
2021-02-22,Jueves,Febrero,Verano,Ninguno,0,Soleado,29.91949104553207
2021-02-23,Viernes,Febrero,Verano,Ninguno,0,Nublado,29.32156770163694
2021-02-24,Sábado,Febrero,Verano,Ninguno,0,Soleado,30.07010192333017
2021-02-25,Domingo,Febrero,Verano,Ninguno,0,Soleado,26.83486459953852
2021-02-26,Lunes,Febrero,Verano,Ninguno,0,Soleado,26.45023930387821
2021-02-27,Martes,Febrero,Verano,Ninguno,0,Soleado,29.61179675298225
2021-02-28,Miércoles,Febrero,Verano,Ninguno,0,Nublado,26.80635889516801
2021-02-28,Jueves,Febrero,Verano,Ninguno,0,Soleado,28.50522387551682
2021-03-01,Viernes,Marzo,Verano,Ninguno,0,Nublado,29.48160187538868
2021-03-02,Sábado,Marzo,Verano,Ninguno,0,Soleado,28.23078137787015
2021-03-03,Domingo,Marzo,Verano,Ninguno,0,Soleado,27.50756044573938
2021-03-04,Lunes,Marzo,Verano,Ninguno,0,Soleado,29.15141296559444
2021-03-05,Martes,Marzo,Verano,Ninguno,0,Nublado,26.4382495965805
2021-03-06,Miércoles,Marzo,Verano,Ninguno,0,Soleado,26.59002951060258
2021-03-07,Jueves,Marzo,Verano,Ninguno,0,Soleado,30.54290345353803
2021-03-08,Viernes,Marzo,Verano,Ninguno,0,Nublado,29.49853566905375
2021-03-09,Sábado,Marzo,Verano,Ninguno,0,Soleado,30.84588188673862
2021-03-10,Domingo,Marzo,Verano,Ninguno,0,Soleado,29.89375451982897
2021-03-11,Lunes,Marzo,Verano,Ninguno,0,Soleado,28.24680751071894
2021-03-12,Martes,Marzo,Verano,Ninguno,0,Nublado,27.3612078092258
2021-03-13,Miércoles,Marzo,Verano,Ninguno,0,Soleado,30.51301198271921
2021-03-14,Jueves,Marzo,Verano,Ninguno,0,Soleado,28.27888144916805
2021-03-15,Viernes,Marzo,Verano,Ninguno,0,Nublado,27.52978312075326
2021-03-16,Sábado,Marzo,Verano,Ninguno,0,Soleado,28.89609784470948
2021-03-17,Domingo,Marzo,Verano,Ninguno,0,Nublado,30.28307142046188
2021-03-18,Lunes,Marzo,Verano,Ninguno,0,Soleado,29.79259764917605
2021-03-19,Martes,Marzo,Verano,Ninguno,0,Soleado,28.16046519887552
2021-03-20,Miércoles,Marzo,Verano,Ninguno,0,Nublado,29.13654420351222
2021-03-21,Jueves,Marzo,Verano,Ninguno,0,Soleado,29.2492330077741
2021-03-22,Viernes,Marzo,Verano,Ninguno,0,Nublado,26.42222160569944
2021-03-23,Sábado,Marzo,Verano,Ninguno,0,Nublado,26.20807086930946
2021-03-24,Domingo,Marzo,Verano,Ninguno,0,Soleado,28.46995409622259
2021-03-25,Lunes,Marzo,Verano,Ninguno,0,Soleado,26.72262094433023
2021-03-26,Martes,Marzo,Verano,Ninguno,0,Soleado,26.51701483861276
2021-03-27,Miércoles,Marzo,Verano,Ninguno,0,Soleado,26.85296484268443
2021-03-28,Jueves,Marzo,Verano,Jueves Santo,1,Nublado,30.62560059188399
2021-03-29,Viernes,Marzo,Verano,Viernes Santo,1,Nublado,27.73434902267418
2021-03-30,Sábado,Marzo,Verano,Ninguno,0,Nublado,28.95457745740708
2021-03-31,Domingo,Marzo,Verano,Ninguno,0,Soleado,30.79279606620723
2021-04-01,Lunes,Abril,Otoño,Ninguno,0,Soleado,22.9292137477716
2021-04-02,Martes,Abril,Otoño,Ninguno,0,Nublado,21.33091999968975
2021-04-03,Miércoles,Abril,Otoño,Ninguno,0,Lluvioso,22.94663332335264
2021-04-04,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,24.75130581989993
2021-04-05,Viernes,Abril,Otoño,Ninguno,0,Nublado,23.2869122095043
2021-04-06,Sábado,Abril,Otoño,Ninguno,0,Nublado,22.06790265236758
2021-04-07,Domingo,Abril,Otoño,Ninguno,0,Nublado,22.32627598937021
2021-04-08,Lunes,Abril,Otoño,Ninguno,0,Nublado,22.75564584122019
2021-04-09,Martes,Abril,Otoño,Ninguno,0,Nublado,21.08644831952132
2021-04-10,Miércoles,Abril,Otoño,Ninguno,0,Nublado,24.58464308735907
2021-04-11,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,21.56099635599444
2021-04-12,Viernes,Abril,Otoño,Ninguno,0,Soleado,21.43430296454178
2021-04-13,Sábado,Abril,Otoño,Ninguno,0,Nublado,23.68896037215925
2021-04-14,Domingo,Abril,Otoño,Ninguno,0,Soleado,23.63769053876761
2021-04-15,Lunes,Abril,Otoño,Ninguno,0,Soleado,23.90797845714753
2021-04-16,Martes,Abril,Otoño,Ninguno,0,Lluvioso,21.43096378382359
2021-04-17,Miércoles,Abril,Otoño,Ninguno,0,Lluvioso,24.66404738055043
2021-04-18,Jueves,Abril,Otoño,Ninguno,0,Lluvioso,21.14965022470472
2021-04-19,Viernes,Abril,Otoño,Ninguno,0,Soleado,23.21940987756593
2021-04-20,Sábado,Abril,Otoño,Ninguno,0,Nublado,24.31915897252965
2021-04-21,Domingo,Abril,Otoño,Ninguno,0,Nublado,24.23300588825721
2021-04-22,Lunes,Abril,Otoño,Ninguno,0,Lluvioso,24.81159758027898
2021-04-23,Martes,Abril,Otoño,Ninguno,0,Soleado,22.16367135256047
2021-04-24,Miércoles,Abril,Otoño,Ninguno,0,Nublado,22.02386036227041
2021-04-25,Jueves,Abril,Otoño,Ninguno,0,Nublado,24.74417428019585
2021-04-26,Viernes,Abril,Otoño,Ninguno,0,Soleado,21.17964247756932
2021-04-27,Sábado,Abril,Otoño,Ninguno,0,Soleado,22.74038824001215
2021-04-28,Domingo,Abril,Otoño,Ninguno,0,Lluvioso,24.56670906501965
2021-04-29,Lunes,Abril,Otoño,Ninguno,0,Lluvioso,23.9944320778278
2021-04-30,Martes,Abril,Otoño,Ninguno,0,Lluvioso,24.57378655879145
2021-05-01,Miércoles,Mayo,Otoño,Día del Trabajador,1,Lluvioso,23.0754334415458
2021-05-02,Jueves,Mayo,Otoño,Ninguno,0,Nublado,24.08804972844395
2021-05-03,Viernes,Mayo,Otoño,Ninguno,0,Soleado,23.64664505267104
2021-05-04,Sábado,Mayo,Otoño,Ninguno,0,Nublado,21.37786667224606
2021-05-05,Domingo,Mayo,Otoño,Ninguno,0,Nublado,23.9871584453961
2021-05-06,Lunes,Mayo,Otoño,Ninguno,0,Nublado,24.74725260213512
2021-05-07,Martes,Mayo,Otoño,Ninguno,0,Soleado,21.96388230002274
2021-05-08,Miércoles,Mayo,Otoño,Ninguno,0,Soleado,24.32445068849962
2021-05-09,Jueves,Mayo,Otoño,Ninguno,0,Soleado,21.61313726649798
2021-05-10,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,23.39753116608338
2021-05-11,Sábado,Mayo,Otoño,Ninguno,0,Soleado,24.49824816334986
2021-05-12,Domingo,Mayo,Otoño,Día de la Madre,0,Soleado,22.24129469160038
2021-05-13,Lunes,Mayo,Otoño,Ninguno,0,Soleado,24.10961935296471
2021-05-14,Martes,Mayo,Otoño,Ninguno,0,Soleado,23.00296474480937
2021-05-15,Miércoles,Mayo,Otoño,Ninguno,0,Lluvioso,21.575590010205
2021-05-16,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,21.91862411999542
2021-05-17,Viernes,Mayo,Otoño,Ninguno,0,Soleado,21.52728887114608
2021-05-18,Sábado,Mayo,Otoño,Ninguno,0,Soleado,21.48733001851413
2021-05-19,Domingo,Mayo,Otoño,Ninguno,0,Lluvioso,23.02531972648253
2021-05-20,Lunes,Mayo,Otoño,Ninguno,0,Lluvioso,23.32446643688361
2021-05-21,Martes,Mayo,Otoño,Ninguno,0,Lluvioso,21.79910260664023
2021-05-22,Miércoles,Mayo,Otoño,Ninguno,0,Lluvioso,23.86162851846321
2021-05-23,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,23.95593601566217
2021-05-24,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,21.49501521460138
2021-05-25,Sábado,Mayo,Otoño,Ninguno,0,Soleado,24.71025020402603
2021-05-26,Domingo,Mayo,Otoño,Ninguno,0,Soleado,22.20379476712376
2021-05-27,Lunes,Mayo,Otoño,Ninguno,0,Nublado,22.95433618140613
2021-05-28,Martes,Mayo,Otoño,Ninguno,0,Nublado,24.82249302818788
2021-05-29,Miércoles,Mayo,Otoño,Ninguno,0,Nublado,22.14578490752822
2021-05-30,Jueves,Mayo,Otoño,Ninguno,0,Lluvioso,21.09943796554503
2021-05-31,Viernes,Mayo,Otoño,Ninguno,0,Lluvioso,23.2207921693073
2021-06-01,Sábado,Junio,Otoño,Ninguno,0,Soleado,21.42358961500301
2021-06-02,Domingo,Junio,Otoño,Ninguno,0,Nublado,21.56135838825565
2021-06-03,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,24.86492764857273
2021-06-04,Martes,Junio,Otoño,Ninguno,0,Nublado,23.38417021293749
2021-06-05,Miércoles,Junio,Otoño,Ninguno,0,Soleado,24.21744366245188
2021-06-06,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,22.86952640622117
2021-06-07,Viernes,Junio,Otoño,Batalla de Arica / Día de la Bandera,1,Nublado,21.07134713590795
2021-06-08,Sábado,Junio,Otoño,Ninguno,0,Lluvioso,21.43657598706294
2021-06-09,Domingo,Junio,Otoño,Ninguno,0,Soleado,24.18726835330065
2021-06-10,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,21.93056296786574
2021-06-11,Martes,Junio,Otoño,Ninguno,0,Nublado,23.42406328280005
2021-06-12,Miércoles,Junio,Otoño,Ninguno,0,Nublado,24.47095581510404
2021-06-13,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,22.65028627709472
2021-06-14,Viernes,Junio,Otoño,Ninguno,0,Nublado,22.49673617362873
2021-06-15,Sábado,Junio,Otoño,Ninguno,0,Lluvioso,23.6077241023199
2021-06-16,Domingo,Junio,Otoño,Día del Padre,0,Nublado,24.4699625270093
2021-06-17,Lunes,Junio,Otoño,Ninguno,0,Soleado,21.99135825180543
2021-06-18,Martes,Junio,Otoño,Ninguno,0,Nublado,21.94664945199033
2021-06-19,Miércoles,Junio,Otoño,Ninguno,0,Lluvioso,24.26627505369564
2021-06-20,Jueves,Junio,Otoño,Ninguno,0,Lluvioso,21.4211123194165
2021-06-21,Viernes,Junio,Otoño,Ninguno,0,Lluvioso,23.37773465502581
2021-06-22,Sábado,Junio,Otoño,Ninguno,0,Soleado,21.58469297677079
2021-06-23,Domingo,Junio,Otoño,Ninguno,0,Soleado,22.2413386956963
2021-06-24,Lunes,Junio,Otoño,Ninguno,0,Lluvioso,21.57548773188457
2021-06-25,Martes,Junio,Otoño,Ninguno,0,Lluvioso,21.66212689094111
2021-06-26,Miércoles,Junio,Otoño,Ninguno,0,Lluvioso,22.13888032935174
2021-06-27,Jueves,Junio,Otoño,Ninguno,0,Nublado,21.46196025466142
2021-06-28,Viernes,Junio,Otoño,Ninguno,0,Soleado,21.08459206534576
2021-06-29,Sábado,Junio,Otoño,San Pedro y San Pablo,1,Lluvioso,21.69856588374341
2021-06-30,Domingo,Junio,Otoño,Ninguno,0,Soleado,21.2135277305087
2021-07-01,Lunes,Julio,Invierno,Ninguno,0,Nublado,19.72285810719803
2021-07-02,Martes,Julio,Invierno,Ninguno,0,Lluvioso,18.57452182732811
2021-07-03,Miércoles,Julio,Invierno,Ninguno,0,Lluvioso,19.01810494808892
2021-07-04,Jueves,Julio,Invierno,Ninguno,0,Nublado,20.50001976893843
2021-07-05,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,17.17390024805117
2021-07-06,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,17.7259936383861
2021-07-07,Domingo,Julio,Invierno,Ninguno,0,Lluvioso,17.99755030332885
2021-07-08,Lunes,Julio,Invierno,Ninguno,0,Nublado,19.28493060697109
2021-07-09,Martes,Julio,Invierno,Ninguno,0,Lluvioso,17.19701647971038
2021-07-10,Miércoles,Julio,Invierno,Ninguno,0,Nublado,18.49445655383829
2021-07-11,Jueves,Julio,Invierno,Ninguno,0,Lluvioso,17.40668761161486
2021-07-12,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,20.33383421515424
2021-07-13,Sábado,Julio,Invierno,Ninguno,0,Nublado,20.69936747607225
2021-07-14,Domingo,Julio,Invierno,Ninguno,0,Nublado,17.3964525663195
2021-07-15,Lunes,Julio,Invierno,Ninguno,0,Lluvioso,20.61061257571047
2021-07-16,Martes,Julio,Invierno,Ninguno,0,Lluvioso,20.91828272234637
2021-07-17,Miércoles,Julio,Invierno,Ninguno,0,Nublado,20.11791016308532
2021-07-18,Jueves,Julio,Invierno,Ninguno,0,Lluvioso,19.56993310398219
2021-07-19,Viernes,Julio,Invierno,Ninguno,0,Lluvioso,17.53820883365259
2021-07-20,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,19.14427214379055
2021-07-21,Domingo,Julio,Invierno,Ninguno,0,Nublado,20.43028857649023
2021-07-22,Lunes,Julio,Invierno,Ninguno,0,Lluvioso,18.85119746237406
2021-07-23,Martes,Julio,Invierno,Ninguno,0,Lluvioso,19.55825308494844
2021-07-24,Miércoles,Julio,Invierno,Ninguno,0,Nublado,18.06585327000338
2021-07-25,Jueves,Julio,Invierno,Ninguno,0,Nublado,18.91150909609498
2021-07-26,Viernes,Julio,Invierno,Ninguno,0,Nublado,18.66755747437954
2021-07-27,Sábado,Julio,Invierno,Ninguno,0,Lluvioso,18.47004724046051
2021-07-28,Domingo,Julio,Invierno,Independencia del Perú,1,Nublado,18.46556979930499
2021-07-29,Lunes,Julio,Invierno,Fiestas Patrias,1,Lluvioso,18.51785631890771
2021-07-30,Martes,Julio,Invierno,Ninguno,0,Nublado,19.74297338182378
2021-07-31,Miércoles,Julio,Invierno,Ninguno,0,Nublado,20.79543170686136
2021-08-01,Jueves,Agosto,Invierno,Ninguno,0,Nublado,20.66539207815271
2021-08-02,Viernes,Agosto,Invierno,Ninguno,0,Lluvioso,18.31344482001876
2021-08-03,Sábado,Agosto,Invierno,Ninguno,0,Nublado,19.14173915932001
2021-08-04,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,19.61034936224041
2021-08-05,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,20.21756731178831
2021-08-06,Martes,Agosto,Invierno,Ninguno,0,Lluvioso,19.53167051707048
2021-08-07,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,18.15262245672985
2021-08-08,Jueves,Agosto,Invierno,Ninguno,0,Nublado,17.80961837250288
2021-08-09,Viernes,Agosto,Invierno,Ninguno,0,Lluvioso,19.77919251527399
2021-08-10,Sábado,Agosto,Invierno,Ninguno,0,Lluvioso,17.52841134920618
2021-08-11,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,19.45751896216768
2021-08-12,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,19.90286251308571
2021-08-13,Martes,Agosto,Invierno,Ninguno,0,Nublado,17.33797287529408
2021-08-14,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,17.54963172015121
2021-08-15,Jueves,Agosto,Invierno,Ninguno,0,Lluvioso,20.83552098363632
2021-08-16,Viernes,Agosto,Invierno,Ninguno,0,Nublado,19.37472801786542
2021-08-17,Sábado,Agosto,Invierno,Ninguno,0,Lluvioso,20.13049641851819
2021-08-18,Domingo,Agosto,Invierno,Ninguno,0,Lluvioso,20.78410825126932
2021-08-19,Lunes,Agosto,Invierno,Ninguno,0,Lluvioso,18.01353341535675
2021-08-20,Martes,Agosto,Invierno,Ninguno,0,Lluvioso,17.38019679025761
2021-08-21,Miércoles,Agosto,Invierno,Ninguno,0,Lluvioso,19.46466280009648
2021-08-22,Jueves,Agosto,Invierno,Ninguno,0,Nublado,19.25980244588977
2021-08-23,Viernes,Agosto,Invierno,Ninguno,0,Nublado,19.2897220561354
2021-08-24,Sábado,Agosto,Invierno,Ninguno,0,Nublado,19.09052710205249
