id_venta,fecha,hora,id_plato,cantidad,precio_unitario,precio_total,forma_de_pago,responsable_de_venta,canal,numero_comprobante,datos_cliente,temporada
V720221025,2022-10-25,00:00:00,7,12.0,22.0,264.0,Yape,María,Delivery,33539107,,primavera
V820221025,2022-10-25,00:00:00,8,6.0,28.0,168.0,Tarjeta,María,Take-out,28980915,,primavera
V920221025,2022-10-25,00:00:00,9,5.0,18.0,90.0,Yape,José,Delivery,97941067,,primavera
V1020221025,2022-10-25,00:00:00,10,2.0,15.0,30.0,Efectivo,María,Delivery,45459608,,primavera
V1120221025,2022-10-25,00:00:00,11,4.0,28.0,112.0,Tarjeta,Ana,Take-out,62424193,,primavera
V1220221025,2022-10-25,00:00:00,12,3.0,18.0,54.0,Yape,Luis,Take-out,53652912,,primavera
V120221026,2022-10-26,00:00:00,1,16.0,26.0,416.0,Tarjeta,Luis,Take-out,80079353,,primavera
V220221026,2022-10-26,00:00:00,2,16.0,32.0,512.0,Yape,José,Mesa,71070273,,primavera
V320221026,2022-10-26,00:00:00,3,13.0,30.0,390.0,Efectivo,José,Mesa,92543243,,primavera
V420221026,2022-10-26,00:00:00,4,15.0,24.0,360.0,Efectivo,Luis,Delivery,37666037,,primavera
V520221026,2022-10-26,00:00:00,5,9.0,25.0,225.0,Efectivo,Ana,Take-out,26836351,,primavera
V620221026,2022-10-26,00:00:00,6,14.0,24.0,336.0,Tarjeta,Luis,Mesa,48763630,,primavera
V720221026,2022-10-26,00:00:00,7,7.0,22.0,154.0,Yape,Luis,Mesa,40731172,,primavera
V820221026,2022-10-26,00:00:00,8,8.0,28.0,224.0,Yape,María,Mesa,99938035,,primavera
V920221026,2022-10-26,00:00:00,9,6.0,18.0,108.0,Yape,María,Delivery,44601586,,primavera
V1020221026,2022-10-26,00:00:00,10,4.0,15.0,60.0,Yape,Ana,Mesa,00130135,,primavera
V1120221026,2022-10-26,00:00:00,11,4.0,28.0,112.0,Yape,Luis,Take-out,85140099,,primavera
V1220221026,2022-10-26,00:00:00,12,1.0,18.0,18.0,Tarjeta,Ana,Take-out,92426847,,primavera
V120221027,2022-10-27,00:00:00,1,16.0,26.0,416.0,Yape,Luis,Mesa,02025910,,primavera
V220221027,2022-10-27,00:00:00,2,14.0,32.0,448.0,Efectivo,Luis,Delivery,76605914,,primavera
V320221027,2022-10-27,00:00:00,3,16.0,30.0,480.0,Efectivo,Ana,Delivery,68067170,,primavera
V420221027,2022-10-27,00:00:00,4,19.0,24.0,456.0,Efectivo,Luis,Take-out,62026194,,primavera
V520221027,2022-10-27,00:00:00,5,8.0,25.0,200.0,Efectivo,José,Delivery,10068216,,primavera
V620221027,2022-10-27,00:00:00,6,8.0,24.0,192.0,Tarjeta,María,Delivery,22283841,,primavera
V720221027,2022-10-27,00:00:00,7,14.0,22.0,308.0,Yape,Ana,Take-out,89634383,,primavera
V820221027,2022-10-27,00:00:00,8,11.0,28.0,308.0,Yape,María,Mesa,52847104,,primavera
V920221027,2022-10-27,00:00:00,9,6.0,18.0,108.0,Yape,José,Take-out,69944194,,primavera
V1020221027,2022-10-27,00:00:00,10,5.0,15.0,75.0,Yape,Ana,Mesa,93815583,,primavera
V1120221027,2022-10-27,00:00:00,11,5.0,28.0,140.0,Yape,José,Take-out,49824744,,primavera
V1220221027,2022-10-27,00:00:00,12,3.0,18.0,54.0,Tarjeta,José,Take-out,27517170,,primavera
V120221028,2022-10-28,00:00:00,1,17.0,26.0,442.0,Efectivo,Luis,Take-out,30584998,,primavera
V220221028,2022-10-28,00:00:00,2,13.0,32.0,416.0,Efectivo,Luis,Mesa,12388681,,primavera
V320221028,2022-10-28,00:00:00,3,21.0,30.0,630.0,Yape,Luis,Delivery,41483908,,primavera
V420221028,2022-10-28,00:00:00,4,12.0,24.0,288.0,Efectivo,María,Take-out,62246267,,primavera
V520221028,2022-10-28,00:00:00,5,12.0,25.0,300.0,Tarjeta,Ana,Take-out,84752563,,primavera
V620221028,2022-10-28,00:00:00,6,16.0,24.0,384.0,Yape,Luis,Take-out,07575303,,primavera
V720221028,2022-10-28,00:00:00,7,10.0,22.0,220.0,Tarjeta,Ana,Mesa,27331976,,primavera
V820221028,2022-10-28,00:00:00,8,12.0,28.0,336.0,Efectivo,María,Take-out,83907649,,primavera
V920221028,2022-10-28,00:00:00,9,6.0,18.0,108.0,Yape,Luis,Take-out,19738014,,primavera
V1020221028,2022-10-28,00:00:00,10,1.0,15.0,15.0,Tarjeta,José,Delivery,57044871,,primavera
V1120221028,2022-10-28,00:00:00,11,8.0,28.0,224.0,Yape,Ana,Mesa,24958438,,primavera
V1220221028,2022-10-28,00:00:00,12,3.0,18.0,54.0,Yape,Luis,Mesa,33388161,,primavera
V120221029,2022-10-29,00:00:00,1,21.0,26.0,546.0,Yape,Ana,Delivery,21272340,,primavera
V220221029,2022-10-29,00:00:00,2,21.0,32.0,672.0,Yape,Luis,Delivery,14329590,,primavera
V320221029,2022-10-29,00:00:00,3,21.0,30.0,630.0,Yape,Ana,Delivery,09511142,,primavera
V420221029,2022-10-29,00:00:00,4,22.0,24.0,528.0,Yape,José,Mesa,33263461,,primavera
V520221029,2022-10-29,00:00:00,5,10.0,25.0,250.0,Tarjeta,Luis,Delivery,55118953,,primavera
V620221029,2022-10-29,00:00:00,6,11.0,24.0,264.0,Efectivo,Ana,Mesa,34051560,,primavera
V720221029,2022-10-29,00:00:00,7,10.0,22.0,220.0,Efectivo,María,Delivery,55417057,,primavera
V820221029,2022-10-29,00:00:00,8,11.0,28.0,308.0,Yape,José,Take-out,44003215,,primavera
V920221029,2022-10-29,00:00:00,9,11.0,18.0,198.0,Efectivo,Luis,Mesa,37646114,,primavera
V1120221029,2022-10-29,00:00:00,11,1.0,28.0,28.0,Efectivo,José,Mesa,76240423,,primavera
V1220221029,2022-10-29,00:00:00,12,2.0,18.0,36.0,Tarjeta,José,Delivery,59656752,,primavera
V120221030,2022-10-30,00:00:00,1,12.0,26.0,312.0,Yape,Luis,Delivery,37187310,,primavera
V220221030,2022-10-30,00:00:00,2,13.0,32.0,416.0,Tarjeta,María,Mesa,22222488,,primavera
V320221030,2022-10-30,00:00:00,3,19.0,30.0,570.0,Yape,Ana,Delivery,80107519,,primavera
V420221030,2022-10-30,00:00:00,4,21.0,24.0,504.0,Yape,Ana,Mesa,61149833,,primavera
V520221030,2022-10-30,00:00:00,5,9.0,25.0,225.0,Efectivo,José,Mesa,32237112,,primavera
V620221030,2022-10-30,00:00:00,6,18.0,24.0,432.0,Efectivo,Ana,Delivery,55383083,,primavera
V720221030,2022-10-30,00:00:00,7,11.0,22.0,242.0,Yape,Ana,Mesa,92548619,,primavera
V820221030,2022-10-30,00:00:00,8,11.0,28.0,308.0,Efectivo,Ana,Delivery,24635577,,primavera
V920221030,2022-10-30,00:00:00,9,9.0,18.0,162.0,Tarjeta,José,Mesa,33089186,,primavera
V1020221030,2022-10-30,00:00:00,10,4.0,15.0,60.0,Yape,Luis,Mesa,40847163,,primavera
V1120221030,2022-10-30,00:00:00,11,8.0,28.0,224.0,Efectivo,Luis,Take-out,33113097,,primavera
V1220221030,2022-10-30,00:00:00,12,4.0,18.0,72.0,Yape,María,Delivery,17359252,,primavera
V120221031,2022-10-31,00:00:00,1,22.0,26.0,572.0,Yape,Luis,Delivery,57097740,,primavera
V220221031,2022-10-31,00:00:00,2,17.0,32.0,544.0,Tarjeta,Luis,Mesa,67503434,,primavera
V320221031,2022-10-31,00:00:00,3,17.0,30.0,510.0,Efectivo,José,Take-out,33676827,,primavera
V420221031,2022-10-31,00:00:00,4,15.0,24.0,360.0,Yape,María,Mesa,15997664,,primavera
V520221031,2022-10-31,00:00:00,5,17.0,25.0,425.0,Yape,José,Mesa,09836856,,primavera
V620221031,2022-10-31,00:00:00,6,15.0,24.0,360.0,Yape,José,Take-out,49640485,,primavera
V720221031,2022-10-31,00:00:00,7,7.0,22.0,154.0,Tarjeta,Luis,Mesa,94998389,,primavera
V820221031,2022-10-31,00:00:00,8,9.0,28.0,252.0,Yape,Luis,Delivery,92285633,,primavera
V920221031,2022-10-31,00:00:00,9,5.0,18.0,90.0,Tarjeta,José,Take-out,85501945,,primavera
V1020221031,2022-10-31,00:00:00,10,7.0,15.0,105.0,Yape,Ana,Mesa,61555226,,primavera
V1120221031,2022-10-31,00:00:00,11,7.0,28.0,196.0,Yape,Luis,Take-out,36937886,,primavera
V1220221031,2022-10-31,00:00:00,12,3.0,18.0,54.0,Yape,Luis,Delivery,88050025,,primavera
V120221101,2022-11-01,00:00:00,1,30.0,26.0,780.0,Efectivo,Ana,Delivery,21470600,,primavera
V220221101,2022-11-01,00:00:00,2,13.0,32.0,416.0,Yape,Ana,Delivery,61767877,,primavera
V320221101,2022-11-01,00:00:00,3,17.0,30.0,510.0,Tarjeta,José,Mesa,94730393,,primavera
V420221101,2022-11-01,00:00:00,4,24.0,24.0,576.0,Yape,Ana,Take-out,42337708,,primavera
V520221101,2022-11-01,00:00:00,5,16.0,25.0,400.0,Yape,José,Take-out,03495559,,primavera
V620221101,2022-11-01,00:00:00,6,24.0,24.0,576.0,Yape,Ana,Mesa,07199522,,primavera
V720221101,2022-11-01,00:00:00,7,6.0,22.0,132.0,Yape,Ana,Take-out,87119171,,primavera
V820221101,2022-11-01,00:00:00,8,19.0,28.0,532.0,Efectivo,Luis,Mesa,56148762,,primavera
V920221101,2022-11-01,00:00:00,9,7.0,18.0,126.0,Efectivo,Ana,Mesa,77005778,,primavera
V1020221101,2022-11-01,00:00:00,10,3.0,15.0,45.0,Tarjeta,Luis,Mesa,27346676,,primavera
V1120221101,2022-11-01,00:00:00,11,5.0,28.0,140.0,Efectivo,José,Take-out,89995894,,primavera
V120221102,2022-11-02,00:00:00,1,24.0,26.0,624.0,Yape,Ana,Delivery,22104956,,primavera
V220221102,2022-11-02,00:00:00,2,15.0,32.0,480.0,Yape,Ana,Take-out,59486196,,primavera
V320221102,2022-11-02,00:00:00,3,17.0,30.0,510.0,Yape,José,Delivery,04726996,,primavera
V420221102,2022-11-02,00:00:00,4,14.0,24.0,336.0,Yape,Luis,Mesa,89627130,,primavera
V520221102,2022-11-02,00:00:00,5,11.0,25.0,275.0,Tarjeta,María,Take-out,96112375,,primavera
V620221102,2022-11-02,00:00:00,6,10.0,24.0,240.0,Tarjeta,María,Mesa,71959210,,primavera
V720221102,2022-11-02,00:00:00,7,12.0,22.0,264.0,Yape,Ana,Delivery,16572150,,primavera
V820221102,2022-11-02,00:00:00,8,6.0,28.0,168.0,Yape,José,Take-out,04129232,,primavera
V920221102,2022-11-02,00:00:00,9,2.0,18.0,36.0,Efectivo,José,Take-out,57727234,,primavera
V1020221102,2022-11-02,00:00:00,10,8.0,15.0,120.0,Yape,José,Delivery,53941713,,primavera
V1120221102,2022-11-02,00:00:00,11,8.0,28.0,224.0,Yape,José,Delivery,20873440,,primavera
V1220221102,2022-11-02,00:00:00,12,2.0,18.0,36.0,Tarjeta,María,Delivery,67840923,,primavera
V120221103,2022-11-03,00:00:00,1,21.0,26.0,546.0,Tarjeta,Ana,Take-out,03994395,,primavera
V220221103,2022-11-03,00:00:00,2,11.0,32.0,352.0,Tarjeta,Ana,Take-out,18865831,,primavera
V320221103,2022-11-03,00:00:00,3,22.0,30.0,660.0,Yape,Ana,Take-out,08821373,,primavera
V420221103,2022-11-03,00:00:00,4,7.0,24.0,168.0,Tarjeta,José,Mesa,04167817,,primavera
V520221103,2022-11-03,00:00:00,5,13.0,25.0,325.0,Tarjeta,José,Take-out,02672453,,primavera
V620221103,2022-11-03,00:00:00,6,11.0,24.0,264.0,Tarjeta,María,Take-out,09437294,,primavera
V720221103,2022-11-03,00:00:00,7,6.0,22.0,132.0,Efectivo,María,Delivery,00651276,,primavera
V820221103,2022-11-03,00:00:00,8,6.0,28.0,168.0,Efectivo,José,Take-out,29829830,,primavera
V920221103,2022-11-03,00:00:00,9,10.0,18.0,180.0,Yape,José,Take-out,03879809,,primavera
V1020221103,2022-11-03,00:00:00,10,6.0,15.0,90.0,Tarjeta,María,Mesa,88742228,,primavera
V1120221103,2022-11-03,00:00:00,11,4.0,28.0,112.0,Efectivo,Luis,Delivery,78539350,,primavera
V1220221103,2022-11-03,00:00:00,12,1.0,18.0,18.0,Efectivo,María,Mesa,63936432,,primavera
V120221104,2022-11-04,00:00:00,1,16.0,26.0,416.0,Efectivo,Ana,Mesa,27042406,,primavera
V220221104,2022-11-04,00:00:00,2,23.0,32.0,736.0,Efectivo,María,Mesa,95107200,,primavera
V320221104,2022-11-04,00:00:00,3,12.0,30.0,360.0,Efectivo,Luis,Mesa,90241417,,primavera
V420221104,2022-11-04,00:00:00,4,15.0,24.0,360.0,Tarjeta,Luis,Take-out,64374635,,primavera
V520221104,2022-11-04,00:00:00,5,16.0,25.0,400.0,Yape,Luis,Delivery,70649440,,primavera
V620221104,2022-11-04,00:00:00,6,12.0,24.0,288.0,Efectivo,María,Take-out,24138218,,primavera
V720221104,2022-11-04,00:00:00,7,7.0,22.0,154.0,Efectivo,José,Delivery,95475500,,primavera
V820221104,2022-11-04,00:00:00,8,8.0,28.0,224.0,Tarjeta,Ana,Delivery,74513876,,primavera
V920221104,2022-11-04,00:00:00,9,2.0,18.0,36.0,Tarjeta,José,Mesa,56872610,,primavera
V1020221104,2022-11-04,00:00:00,10,6.0,15.0,90.0,Tarjeta,José,Delivery,30279965,,primavera
V1120221104,2022-11-04,00:00:00,11,4.0,28.0,112.0,Yape,Luis,Take-out,31647395,,primavera
V1220221104,2022-11-04,00:00:00,12,3.0,18.0,54.0,Yape,Ana,Mesa,54122919,,primavera
V120221105,2022-11-05,00:00:00,1,22.0,26.0,572.0,Efectivo,María,Mesa,98226041,,primavera
V220221105,2022-11-05,00:00:00,2,26.0,32.0,832.0,Efectivo,Ana,Take-out,11583945,,primavera
V320221105,2022-11-05,00:00:00,3,21.0,30.0,630.0,Yape,María,Delivery,02130579,,primavera
V420221105,2022-11-05,00:00:00,4,17.0,24.0,408.0,Efectivo,Luis,Take-out,34745774,,primavera
V520221105,2022-11-05,00:00:00,5,19.0,25.0,475.0,Tarjeta,Ana,Mesa,48417617,,primavera
V620221105,2022-11-05,00:00:00,6,11.0,24.0,264.0,Efectivo,Ana,Mesa,84080972,,primavera
V720221105,2022-11-05,00:00:00,7,13.0,22.0,286.0,Tarjeta,Luis,Mesa,48087072,,primavera
V820221105,2022-11-05,00:00:00,8,6.0,28.0,168.0,Efectivo,Luis,Delivery,42000027,,primavera
V920221105,2022-11-05,00:00:00,9,7.0,18.0,126.0,Yape,María,Take-out,44312313,,primavera
V1020221105,2022-11-05,00:00:00,10,5.0,15.0,75.0,Efectivo,Luis,Take-out,16493651,,primavera
V1120221105,2022-11-05,00:00:00,11,6.0,28.0,168.0,Yape,Ana,Take-out,64927038,,primavera
V1220221105,2022-11-05,00:00:00,12,4.0,18.0,72.0,Yape,María,Delivery,16310838,,primavera
V120221106,2022-11-06,00:00:00,1,34.0,26.0,884.0,Tarjeta,Luis,Take-out,52345359,,primavera
V220221106,2022-11-06,00:00:00,2,26.0,32.0,832.0,Yape,José,Take-out,27046048,,primavera
V320221106,2022-11-06,00:00:00,3,14.0,30.0,420.0,Tarjeta,José,Mesa,63130573,,primavera
V420221106,2022-11-06,00:00:00,4,13.0,24.0,312.0,Yape,José,Delivery,97193289,,primavera
V520221106,2022-11-06,00:00:00,5,11.0,25.0,275.0,Efectivo,Ana,Delivery,60459882,,primavera
V620221106,2022-11-06,00:00:00,6,13.0,24.0,312.0,Yape,Luis,Take-out,88458480,,primavera
V720221106,2022-11-06,00:00:00,7,13.0,22.0,286.0,Tarjeta,José,Delivery,48622774,,primavera
V820221106,2022-11-06,00:00:00,8,12.0,28.0,336.0,Efectivo,Luis,Delivery,16962912,,primavera
V920221106,2022-11-06,00:00:00,9,11.0,18.0,198.0,Tarjeta,María,Mesa,30704462,,primavera
V1020221106,2022-11-06,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Delivery,15307149,,primavera
V1120221106,2022-11-06,00:00:00,11,5.0,28.0,140.0,Yape,María,Take-out,02163517,,primavera
V120221107,2022-11-07,00:00:00,1,20.0,26.0,520.0,Yape,María,Mesa,51477801,,primavera
V220221107,2022-11-07,00:00:00,2,19.0,32.0,608.0,Yape,Ana,Delivery,38974600,,primavera
V320221107,2022-11-07,00:00:00,3,17.0,30.0,510.0,Efectivo,Ana,Take-out,82901045,,primavera
V420221107,2022-11-07,00:00:00,4,14.0,24.0,336.0,Tarjeta,Ana,Delivery,74355477,,primavera
V520221107,2022-11-07,00:00:00,5,15.0,25.0,375.0,Yape,Luis,Take-out,88672665,,primavera
V620221107,2022-11-07,00:00:00,6,9.0,24.0,216.0,Tarjeta,Luis,Delivery,32283715,,primavera
V720221107,2022-11-07,00:00:00,7,13.0,22.0,286.0,Tarjeta,Ana,Mesa,83789883,,primavera
V820221107,2022-11-07,00:00:00,8,8.0,28.0,224.0,Efectivo,Ana,Mesa,06100616,,primavera
V920221107,2022-11-07,00:00:00,9,7.0,18.0,126.0,Yape,Luis,Take-out,37411470,,primavera
V1020221107,2022-11-07,00:00:00,10,2.0,15.0,30.0,Tarjeta,Luis,Mesa,31715685,,primavera
V1120221107,2022-11-07,00:00:00,11,6.0,28.0,168.0,Yape,María,Take-out,19811111,,primavera
V1220221107,2022-11-07,00:00:00,12,1.0,18.0,18.0,Yape,María,Mesa,73984936,,primavera
V120221108,2022-11-08,00:00:00,1,24.0,26.0,624.0,Yape,Luis,Delivery,21923864,,primavera
V220221108,2022-11-08,00:00:00,2,16.0,32.0,512.0,Yape,María,Delivery,33559665,,primavera
V320221108,2022-11-08,00:00:00,3,24.0,30.0,720.0,Tarjeta,María,Mesa,56754142,,primavera
V420221108,2022-11-08,00:00:00,4,26.0,24.0,624.0,Yape,María,Mesa,12608157,,primavera
V520221108,2022-11-08,00:00:00,5,12.0,25.0,300.0,Yape,María,Take-out,64651178,,primavera
V620221108,2022-11-08,00:00:00,6,15.0,24.0,360.0,Yape,Ana,Take-out,27448188,,primavera
V720221108,2022-11-08,00:00:00,7,5.0,22.0,110.0,Tarjeta,José,Take-out,14359516,,primavera
V820221108,2022-11-08,00:00:00,8,3.0,28.0,84.0,Efectivo,Ana,Take-out,57763679,,primavera
V920221108,2022-11-08,00:00:00,9,4.0,18.0,72.0,Yape,María,Delivery,54822933,,primavera
V1020221108,2022-11-08,00:00:00,10,6.0,15.0,90.0,Efectivo,José,Take-out,49161471,,primavera
V1120221108,2022-11-08,00:00:00,11,8.0,28.0,224.0,Tarjeta,José,Delivery,70299089,,primavera
V1220221108,2022-11-08,00:00:00,12,2.0,18.0,36.0,Tarjeta,Luis,Take-out,60194726,,primavera
V120221109,2022-11-09,00:00:00,1,21.0,26.0,546.0,Tarjeta,María,Mesa,30989604,,primavera
V220221109,2022-11-09,00:00:00,2,14.0,32.0,448.0,Efectivo,María,Take-out,38668638,,primavera
V320221109,2022-11-09,00:00:00,3,19.0,30.0,570.0,Efectivo,Ana,Delivery,62399178,,primavera
V420221109,2022-11-09,00:00:00,4,19.0,24.0,456.0,Efectivo,Ana,Delivery,97056671,,primavera
V520221109,2022-11-09,00:00:00,5,11.0,25.0,275.0,Yape,María,Take-out,52464953,,primavera
V620221109,2022-11-09,00:00:00,6,12.0,24.0,288.0,Tarjeta,Ana,Take-out,68477739,,primavera
V720221109,2022-11-09,00:00:00,7,12.0,22.0,264.0,Tarjeta,María,Delivery,70002189,,primavera
V820221109,2022-11-09,00:00:00,8,8.0,28.0,224.0,Efectivo,Ana,Delivery,76253200,,primavera
V920221109,2022-11-09,00:00:00,9,7.0,18.0,126.0,Efectivo,María,Mesa,06986606,,primavera
V1020221109,2022-11-09,00:00:00,10,4.0,15.0,60.0,Tarjeta,María,Take-out,50577214,,primavera
V1120221109,2022-11-09,00:00:00,11,5.0,28.0,140.0,Tarjeta,María,Mesa,13291920,,primavera
V1220221109,2022-11-09,00:00:00,12,3.0,18.0,54.0,Yape,Ana,Mesa,31167205,,primavera
V120221110,2022-11-10,00:00:00,1,24.0,26.0,624.0,Efectivo,José,Delivery,39579834,,primavera
V220221110,2022-11-10,00:00:00,2,16.0,32.0,512.0,Tarjeta,Luis,Mesa,41404848,,primavera
V320221110,2022-11-10,00:00:00,3,14.0,30.0,420.0,Tarjeta,Luis,Mesa,55492359,,primavera
V420221110,2022-11-10,00:00:00,4,17.0,24.0,408.0,Yape,Ana,Mesa,41227210,,primavera
V520221110,2022-11-10,00:00:00,5,20.0,25.0,500.0,Yape,Ana,Delivery,13964946,,primavera
V620221110,2022-11-10,00:00:00,6,7.0,24.0,168.0,Efectivo,Luis,Take-out,01721094,,primavera
V720221110,2022-11-10,00:00:00,7,8.0,22.0,176.0,Yape,Luis,Mesa,25455857,,primavera
V820221110,2022-11-10,00:00:00,8,9.0,28.0,252.0,Yape,Luis,Mesa,52004846,,primavera
V920221110,2022-11-10,00:00:00,9,10.0,18.0,180.0,Yape,Luis,Mesa,61821506,,primavera
V1020221110,2022-11-10,00:00:00,10,1.0,15.0,15.0,Yape,Luis,Mesa,85028937,,primavera
V1120221110,2022-11-10,00:00:00,11,4.0,28.0,112.0,Tarjeta,Luis,Take-out,13586162,,primavera
V1220221110,2022-11-10,00:00:00,12,1.0,18.0,18.0,Efectivo,Luis,Mesa,73702752,,primavera
V120221111,2022-11-11,00:00:00,1,20.0,26.0,520.0,Efectivo,María,Mesa,50883270,,primavera
V220221111,2022-11-11,00:00:00,2,19.0,32.0,608.0,Yape,María,Take-out,65821234,,primavera
V320221111,2022-11-11,00:00:00,3,17.0,30.0,510.0,Yape,Luis,Mesa,82266152,,primavera
V420221111,2022-11-11,00:00:00,4,20.0,24.0,480.0,Yape,Luis,Delivery,84369588,,primavera
V520221111,2022-11-11,00:00:00,5,7.0,25.0,175.0,Yape,Ana,Mesa,97192189,,primavera
V620221111,2022-11-11,00:00:00,6,14.0,24.0,336.0,Yape,Luis,Mesa,00632263,,primavera
V720221111,2022-11-11,00:00:00,7,8.0,22.0,176.0,Yape,Ana,Mesa,77678200,,primavera
V820221111,2022-11-11,00:00:00,8,8.0,28.0,224.0,Efectivo,José,Mesa,78975924,,primavera
V920221111,2022-11-11,00:00:00,9,8.0,18.0,144.0,Efectivo,Ana,Take-out,84536220,,primavera
V1020221111,2022-11-11,00:00:00,10,5.0,15.0,75.0,Tarjeta,José,Delivery,04102314,,primavera
V1120221111,2022-11-11,00:00:00,11,6.0,28.0,168.0,Yape,Ana,Mesa,97599774,,primavera
V1220221111,2022-11-11,00:00:00,12,3.0,18.0,54.0,Efectivo,María,Take-out,85412008,,primavera
V120221112,2022-11-12,00:00:00,1,18.0,26.0,468.0,Efectivo,María,Take-out,65390329,,primavera
V220221112,2022-11-12,00:00:00,2,15.0,32.0,480.0,Efectivo,María,Delivery,26735636,,primavera
V320221112,2022-11-12,00:00:00,3,19.0,30.0,570.0,Efectivo,Ana,Mesa,95590092,,primavera
V420221112,2022-11-12,00:00:00,4,27.0,24.0,648.0,Efectivo,Ana,Delivery,78256626,,primavera
V520221112,2022-11-12,00:00:00,5,10.0,25.0,250.0,Yape,Luis,Take-out,42066952,,primavera
V620221112,2022-11-12,00:00:00,6,19.0,24.0,456.0,Efectivo,María,Take-out,00062856,,primavera
V720221112,2022-11-12,00:00:00,7,12.0,22.0,264.0,Yape,María,Delivery,49995486,,primavera
V820221112,2022-11-12,00:00:00,8,8.0,28.0,224.0,Tarjeta,José,Mesa,57010072,,primavera
V920221112,2022-11-12,00:00:00,9,8.0,18.0,144.0,Yape,Ana,Mesa,42822710,,primavera
V1020221112,2022-11-12,00:00:00,10,5.0,15.0,75.0,Yape,María,Delivery,65983932,,primavera
V1120221112,2022-11-12,00:00:00,11,4.0,28.0,112.0,Tarjeta,Luis,Mesa,82083718,,primavera
V120221113,2022-11-13,00:00:00,1,25.0,26.0,650.0,Tarjeta,María,Take-out,86694047,,primavera
V220221113,2022-11-13,00:00:00,2,22.0,32.0,704.0,Yape,Ana,Mesa,17951452,,primavera
V320221113,2022-11-13,00:00:00,3,20.0,30.0,600.0,Efectivo,José,Mesa,13234432,,primavera
V420221113,2022-11-13,00:00:00,4,12.0,24.0,288.0,Efectivo,María,Delivery,69372018,,primavera
V520221113,2022-11-13,00:00:00,5,16.0,25.0,400.0,Yape,María,Take-out,31764162,,primavera
V620221113,2022-11-13,00:00:00,6,13.0,24.0,312.0,Tarjeta,Ana,Mesa,31597138,,primavera
V720221113,2022-11-13,00:00:00,7,9.0,22.0,198.0,Tarjeta,María,Take-out,85839048,,primavera
V820221113,2022-11-13,00:00:00,8,8.0,28.0,224.0,Tarjeta,María,Mesa,02648464,,primavera
V920221113,2022-11-13,00:00:00,9,9.0,18.0,162.0,Tarjeta,Ana,Delivery,40460709,,primavera
V1020221113,2022-11-13,00:00:00,10,7.0,15.0,105.0,Yape,Ana,Mesa,11950069,,primavera
V1120221113,2022-11-13,00:00:00,11,3.0,28.0,84.0,Yape,María,Take-out,82339874,,primavera
V1220221113,2022-11-13,00:00:00,12,2.0,18.0,36.0,Efectivo,Ana,Take-out,46387465,,primavera
V120221114,2022-11-14,00:00:00,1,19.0,26.0,494.0,Tarjeta,Ana,Delivery,78775932,,primavera
V220221114,2022-11-14,00:00:00,2,14.0,32.0,448.0,Yape,María,Delivery,15717058,,primavera
V320221114,2022-11-14,00:00:00,3,11.0,30.0,330.0,Efectivo,Luis,Take-out,74051883,,primavera
V420221114,2022-11-14,00:00:00,4,12.0,24.0,288.0,Yape,José,Take-out,41685148,,primavera
V520221114,2022-11-14,00:00:00,5,14.0,25.0,350.0,Efectivo,José,Delivery,46287203,,primavera
V620221114,2022-11-14,00:00:00,6,13.0,24.0,312.0,Tarjeta,Luis,Take-out,32202829,,primavera
V720221114,2022-11-14,00:00:00,7,14.0,22.0,308.0,Tarjeta,Ana,Delivery,66430060,,primavera
V820221114,2022-11-14,00:00:00,8,11.0,28.0,308.0,Tarjeta,María,Take-out,07156412,,primavera
V920221114,2022-11-14,00:00:00,9,4.0,18.0,72.0,Yape,Ana,Delivery,04399914,,primavera
V1020221114,2022-11-14,00:00:00,10,4.0,15.0,60.0,Efectivo,Luis,Take-out,18647983,,primavera
V1120221114,2022-11-14,00:00:00,11,8.0,28.0,224.0,Yape,Luis,Delivery,64227122,,primavera
V1220221114,2022-11-14,00:00:00,12,3.0,18.0,54.0,Efectivo,María,Delivery,22612948,,primavera
V120221115,2022-11-15,00:00:00,1,17.0,26.0,442.0,Yape,Ana,Mesa,69285324,,primavera
V220221115,2022-11-15,00:00:00,2,10.0,32.0,320.0,Tarjeta,Ana,Take-out,71964810,,primavera
V320221115,2022-11-15,00:00:00,3,12.0,30.0,360.0,Efectivo,María,Take-out,45352233,,primavera
V420221115,2022-11-15,00:00:00,4,17.0,24.0,408.0,Yape,Ana,Take-out,60344688,,primavera
V520221115,2022-11-15,00:00:00,5,9.0,25.0,225.0,Yape,María,Delivery,73335730,,primavera
V620221115,2022-11-15,00:00:00,6,13.0,24.0,312.0,Tarjeta,José,Take-out,53692876,,primavera
V720221115,2022-11-15,00:00:00,7,10.0,22.0,220.0,Efectivo,José,Delivery,36959679,,primavera
V820221115,2022-11-15,00:00:00,8,11.0,28.0,308.0,Efectivo,Luis,Mesa,86628719,,primavera
V920221115,2022-11-15,00:00:00,9,8.0,18.0,144.0,Efectivo,Ana,Delivery,94438980,,primavera
V1020221115,2022-11-15,00:00:00,10,4.0,15.0,60.0,Tarjeta,José,Delivery,74967086,,primavera
V1120221115,2022-11-15,00:00:00,11,5.0,28.0,140.0,Tarjeta,José,Mesa,28718302,,primavera
V1220221115,2022-11-15,00:00:00,12,2.0,18.0,36.0,Efectivo,María,Delivery,18583215,,primavera
