Fecha,Hora,Producto/Plato vendido,Cantidad,Precio unitario,Precio total,Forma de pago,Responsable de la venta,"Mesa/Canal (salón, delivery, recojo)",Número de comprobante,Datos del cliente
2021-06-18,18:54,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2021-06-18,18:40,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2021-06-18,12:52,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2021-06-19,15:21,Lomo Saltado,45,25.0,1125.0,Efectivo,Cajero,salón,,
2021-06-19,14:42,Pollo a la Brasa,41,30.0,1230.0,Efectivo,Cajero,salón,,
2021-06-19,20:44,Ceviche Clásico,28,28.0,784.0,Efectivo,Cajero,salón,,
2021-06-19,14:15,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2021-06-19,16:22,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2021-06-20,12:52,Lomo Saltado,74,25.0,1850.0,Efectivo,Cajero,salón,,
2021-06-20,17:02,Pollo a la Brasa,56,30.0,1680.0,Efectivo,Cajero,salón,,
2021-06-20,12:15,Ceviche Clásico,52,28.0,1456.0,Efectivo,Cajero,salón,,
2021-06-20,11:52,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2021-06-20,15:03,Tallarines Verdes,29,24.0,696.0,Efectivo,Cajero,salón,,
2021-06-21,11:02,Lomo Saltado,39,25.0,975.0,Efectivo,Cajero,salón,,
2021-06-21,11:38,Pollo a la Brasa,28,30.0,840.0,Efectivo,Cajero,salón,,
2021-06-21,11:47,Ceviche Clásico,11,28.0,308.0,Efectivo,Cajero,salón,,
2021-06-21,19:07,Arroz Chaufa,19,22.0,418.0,Efectivo,Cajero,salón,,
2021-06-21,21:34,Tallarines Verdes,7,24.0,168.0,Efectivo,Cajero,salón,,
2021-06-22,20:51,Lomo Saltado,74,25.0,1850.0,Efectivo,Cajero,salón,,
2021-06-22,16:01,Pollo a la Brasa,55,30.0,1650.0,Efectivo,Cajero,salón,,
2021-06-22,16:28,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2021-06-22,17:48,Arroz Chaufa,38,22.0,836.0,Efectivo,Cajero,salón,,
2021-06-22,18:44,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2021-06-23,18:31,Lomo Saltado,60,25.0,1500.0,Efectivo,Cajero,salón,,
2021-06-23,12:47,Pollo a la Brasa,41,30.0,1230.0,Efectivo,Cajero,salón,,
2021-06-23,13:40,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2021-06-23,20:03,Arroz Chaufa,21,22.0,462.0,Efectivo,Cajero,salón,,
2021-06-23,12:18,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2021-06-24,17:10,Lomo Saltado,44,25.0,1100.0,Efectivo,Cajero,salón,,
2021-06-24,12:43,Pollo a la Brasa,68,30.0,2040.0,Efectivo,Cajero,salón,,
2021-06-24,18:41,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2021-06-24,18:56,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2021-06-24,15:57,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2021-06-25,14:29,Lomo Saltado,70,25.0,1750.0,Efectivo,Cajero,salón,,
2021-06-25,19:41,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2021-06-25,17:58,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2021-06-25,18:44,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2021-06-25,16:14,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2021-06-26,15:55,Lomo Saltado,34,25.0,850.0,Efectivo,Cajero,salón,,
2021-06-26,13:40,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2021-06-26,19:42,Ceviche Clásico,20,28.0,560.0,Efectivo,Cajero,salón,,
2021-06-26,20:34,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2021-06-26,18:21,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2021-06-27,18:45,Lomo Saltado,92,25.0,2300.0,Efectivo,Cajero,salón,,
2021-06-27,11:37,Pollo a la Brasa,61,30.0,1830.0,Efectivo,Cajero,salón,,
2021-06-27,20:42,Ceviche Clásico,72,28.0,2016.0,Efectivo,Cajero,salón,,
2021-06-27,18:44,Arroz Chaufa,48,22.0,1056.0,Efectivo,Cajero,salón,,
2021-06-27,18:06,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2021-06-28,13:55,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2021-06-28,14:58,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2021-06-28,18:28,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2021-06-28,18:40,Arroz Chaufa,25,22.0,550.0,Efectivo,Cajero,salón,,
2021-06-28,12:26,Tallarines Verdes,22,24.0,528.0,Efectivo,Cajero,salón,,
2021-06-29,19:30,Lomo Saltado,73,25.0,1825.0,Efectivo,Cajero,salón,,
2021-06-29,16:28,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2021-06-29,16:10,Ceviche Clásico,54,28.0,1512.0,Efectivo,Cajero,salón,,
2021-06-29,20:45,Arroz Chaufa,36,22.0,792.0,Efectivo,Cajero,salón,,
2021-06-29,16:38,Tallarines Verdes,28,24.0,672.0,Efectivo,Cajero,salón,,
2021-06-30,21:49,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2021-06-30,16:52,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2021-06-30,21:37,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2021-06-30,14:00,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2021-06-30,19:13,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2021-07-01,19:59,Lomo Saltado,56,25.0,1400.0,Efectivo,Cajero,salón,,
2021-07-01,20:07,Pollo a la Brasa,47,30.0,1410.0,Efectivo,Cajero,salón,,
2021-07-01,19:36,Ceviche Clásico,29,28.0,812.0,Efectivo,Cajero,salón,,
2021-07-01,15:41,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2021-07-01,15:45,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2021-07-02,11:10,Lomo Saltado,69,25.0,1725.0,Efectivo,Cajero,salón,,
2021-07-02,14:14,Pollo a la Brasa,41,30.0,1230.0,Efectivo,Cajero,salón,,
2021-07-02,15:35,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2021-07-02,16:24,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2021-07-02,11:41,Tallarines Verdes,31,24.0,744.0,Efectivo,Cajero,salón,,
2021-07-03,16:14,Lomo Saltado,62,25.0,1550.0,Efectivo,Cajero,salón,,
2021-07-03,12:16,Pollo a la Brasa,61,30.0,1830.0,Efectivo,Cajero,salón,,
2021-07-03,14:28,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2021-07-03,11:31,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2021-07-03,18:42,Tallarines Verdes,29,24.0,696.0,Efectivo,Cajero,salón,,
2021-07-04,20:48,Lomo Saltado,80,25.0,2000.0,Efectivo,Cajero,salón,,
2021-07-04,21:48,Pollo a la Brasa,52,30.0,1560.0,Efectivo,Cajero,salón,,
2021-07-04,20:11,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2021-07-04,16:20,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2021-07-04,21:05,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2021-07-05,16:27,Lomo Saltado,36,25.0,900.0,Efectivo,Cajero,salón,,
2021-07-05,15:17,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2021-07-05,17:54,Ceviche Clásico,29,28.0,812.0,Efectivo,Cajero,salón,,
2021-07-05,12:41,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-07-05,16:41,Tallarines Verdes,16,24.0,384.0,Efectivo,Cajero,salón,,
2021-07-06,16:29,Lomo Saltado,29,25.0,725.0,Efectivo,Cajero,salón,,
2021-07-06,12:22,Pollo a la Brasa,34,30.0,1020.0,Efectivo,Cajero,salón,,
2021-07-06,17:16,Ceviche Clásico,37,28.0,1036.0,Efectivo,Cajero,salón,,
2021-07-06,17:51,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-07-06,14:02,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2021-07-07,15:26,Lomo Saltado,45,25.0,1125.0,Efectivo,Cajero,salón,,
2021-07-07,20:11,Pollo a la Brasa,53,30.0,1590.0,Efectivo,Cajero,salón,,
2021-07-07,12:37,Ceviche Clásico,35,28.0,980.0,Efectivo,Cajero,salón,,
2021-07-07,18:49,Arroz Chaufa,39,22.0,858.0,Efectivo,Cajero,salón,,
2021-07-07,16:54,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-07-08,15:23,Lomo Saltado,58,25.0,1450.0,Efectivo,Cajero,salón,,
2021-07-08,20:49,Pollo a la Brasa,62,30.0,1860.0,Efectivo,Cajero,salón,,
2021-07-08,15:48,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2021-07-08,15:22,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2021-07-08,11:44,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2021-07-09,15:43,Lomo Saltado,62,25.0,1550.0,Efectivo,Cajero,salón,,
2021-07-09,12:29,Pollo a la Brasa,35,30.0,1050.0,Efectivo,Cajero,salón,,
2021-07-09,18:09,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2021-07-09,16:11,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2021-07-09,11:17,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2021-07-10,16:29,Lomo Saltado,43,25.0,1075.0,Efectivo,Cajero,salón,,
2021-07-10,16:01,Pollo a la Brasa,29,30.0,870.0,Efectivo,Cajero,salón,,
2021-07-10,19:23,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2021-07-10,15:57,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2021-07-10,13:56,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2021-07-11,12:11,Lomo Saltado,83,25.0,2075.0,Efectivo,Cajero,salón,,
2021-07-11,16:33,Pollo a la Brasa,57,30.0,1710.0,Efectivo,Cajero,salón,,
2021-07-11,13:32,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2021-07-11,16:17,Arroz Chaufa,45,22.0,990.0,Efectivo,Cajero,salón,,
2021-07-11,13:53,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2021-07-12,19:56,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2021-07-12,13:25,Pollo a la Brasa,44,30.0,1320.0,Efectivo,Cajero,salón,,
2021-07-12,12:52,Ceviche Clásico,34,28.0,952.0,Efectivo,Cajero,salón,,
2021-07-12,14:06,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2021-07-12,18:51,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2021-07-13,14:29,Lomo Saltado,71,25.0,1775.0,Efectivo,Cajero,salón,,
2021-07-13,19:25,Pollo a la Brasa,62,30.0,1860.0,Efectivo,Cajero,salón,,
2021-07-13,18:53,Ceviche Clásico,52,28.0,1456.0,Efectivo,Cajero,salón,,
2021-07-13,16:07,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2021-07-13,12:13,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2021-07-14,17:21,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2021-07-14,13:25,Pollo a la Brasa,69,30.0,2070.0,Efectivo,Cajero,salón,,
2021-07-14,14:23,Ceviche Clásico,52,28.0,1456.0,Efectivo,Cajero,salón,,
2021-07-14,12:46,Arroz Chaufa,35,22.0,770.0,Efectivo,Cajero,salón,,
2021-07-14,16:31,Tallarines Verdes,25,24.0,600.0,Efectivo,Cajero,salón,,
2021-07-15,19:28,Lomo Saltado,47,25.0,1175.0,Efectivo,Cajero,salón,,
2021-07-15,18:19,Pollo a la Brasa,42,30.0,1260.0,Efectivo,Cajero,salón,,
2021-07-15,14:58,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2021-07-15,17:51,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-07-15,21:12,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2021-07-16,11:10,Lomo Saltado,43,25.0,1075.0,Efectivo,Cajero,salón,,
2021-07-16,15:01,Pollo a la Brasa,25,30.0,750.0,Efectivo,Cajero,salón,,
2021-07-16,17:52,Ceviche Clásico,21,28.0,588.0,Efectivo,Cajero,salón,,
2021-07-16,20:50,Arroz Chaufa,11,22.0,242.0,Efectivo,Cajero,salón,,
2021-07-16,17:27,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2021-07-17,21:33,Lomo Saltado,90,25.0,2250.0,Efectivo,Cajero,salón,,
2021-07-17,12:20,Pollo a la Brasa,76,30.0,2280.0,Efectivo,Cajero,salón,,
2021-07-17,14:43,Ceviche Clásico,60,28.0,1680.0,Efectivo,Cajero,salón,,
2021-07-17,14:04,Arroz Chaufa,45,22.0,990.0,Efectivo,Cajero,salón,,
2021-07-17,11:22,Tallarines Verdes,34,24.0,816.0,Efectivo,Cajero,salón,,
2021-07-18,14:43,Lomo Saltado,80,25.0,2000.0,Efectivo,Cajero,salón,,
2021-07-18,12:25,Pollo a la Brasa,64,30.0,1920.0,Efectivo,Cajero,salón,,
2021-07-18,11:58,Ceviche Clásico,55,28.0,1540.0,Efectivo,Cajero,salón,,
2021-07-18,14:56,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2021-07-18,21:58,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2021-07-19,19:03,Lomo Saltado,59,25.0,1475.0,Efectivo,Cajero,salón,,
2021-07-19,11:26,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2021-07-19,16:58,Ceviche Clásico,41,28.0,1148.0,Efectivo,Cajero,salón,,
2021-07-19,21:04,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2021-07-19,20:02,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2021-07-20,19:36,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2021-07-20,16:29,Pollo a la Brasa,51,30.0,1530.0,Efectivo,Cajero,salón,,
2021-07-20,21:12,Ceviche Clásico,40,28.0,1120.0,Efectivo,Cajero,salón,,
2021-07-20,17:02,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-07-20,17:34,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2021-07-21,21:02,Lomo Saltado,45,25.0,1125.0,Efectivo,Cajero,salón,,
2021-07-21,20:06,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2021-07-21,17:38,Ceviche Clásico,31,28.0,868.0,Efectivo,Cajero,salón,,
2021-07-21,14:29,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2021-07-21,16:50,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2021-07-22,17:20,Lomo Saltado,61,25.0,1525.0,Efectivo,Cajero,salón,,
2021-07-22,15:40,Pollo a la Brasa,63,30.0,1890.0,Efectivo,Cajero,salón,,
2021-07-22,13:45,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2021-07-22,18:00,Arroz Chaufa,33,22.0,726.0,Efectivo,Cajero,salón,,
2021-07-22,14:27,Tallarines Verdes,24,24.0,576.0,Efectivo,Cajero,salón,,
2021-07-23,14:32,Lomo Saltado,48,25.0,1200.0,Efectivo,Cajero,salón,,
2021-07-23,16:02,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2021-07-23,13:32,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2021-07-23,17:40,Arroz Chaufa,23,22.0,506.0,Efectivo,Cajero,salón,,
2021-07-23,13:54,Tallarines Verdes,6,24.0,144.0,Efectivo,Cajero,salón,,
2021-07-24,18:10,Lomo Saltado,65,25.0,1625.0,Efectivo,Cajero,salón,,
2021-07-24,15:19,Pollo a la Brasa,57,30.0,1710.0,Efectivo,Cajero,salón,,
2021-07-24,14:33,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2021-07-24,20:40,Arroz Chaufa,30,22.0,660.0,Efectivo,Cajero,salón,,
2021-07-24,19:16,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-07-25,19:09,Lomo Saltado,34,25.0,850.0,Efectivo,Cajero,salón,,
2021-07-25,14:47,Pollo a la Brasa,39,30.0,1170.0,Efectivo,Cajero,salón,,
2021-07-25,15:48,Ceviche Clásico,24,28.0,672.0,Efectivo,Cajero,salón,,
2021-07-25,19:10,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2021-07-25,21:58,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2021-07-26,11:07,Lomo Saltado,36,25.0,900.0,Efectivo,Cajero,salón,,
2021-07-26,12:22,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2021-07-26,12:50,Ceviche Clásico,35,28.0,980.0,Efectivo,Cajero,salón,,
2021-07-26,15:09,Arroz Chaufa,10,22.0,220.0,Efectivo,Cajero,salón,,
2021-07-26,17:40,Tallarines Verdes,26,24.0,624.0,Efectivo,Cajero,salón,,
2021-07-27,16:26,Lomo Saltado,55,25.0,1375.0,Efectivo,Cajero,salón,,
2021-07-27,19:23,Pollo a la Brasa,63,30.0,1890.0,Efectivo,Cajero,salón,,
2021-07-27,20:15,Ceviche Clásico,30,28.0,840.0,Efectivo,Cajero,salón,,
2021-07-27,17:46,Arroz Chaufa,21,22.0,462.0,Efectivo,Cajero,salón,,
2021-07-27,12:57,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-07-28,21:13,Lomo Saltado,84,25.0,2100.0,Efectivo,Cajero,salón,,
2021-07-28,11:14,Pollo a la Brasa,60,30.0,1800.0,Efectivo,Cajero,salón,,
2021-07-28,17:41,Ceviche Clásico,45,28.0,1260.0,Efectivo,Cajero,salón,,
2021-07-28,13:06,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2021-07-28,21:23,Tallarines Verdes,37,24.0,888.0,Efectivo,Cajero,salón,,
2021-07-29,17:15,Lomo Saltado,85,25.0,2125.0,Efectivo,Cajero,salón,,
2021-07-29,14:45,Pollo a la Brasa,50,30.0,1500.0,Efectivo,Cajero,salón,,
2021-07-29,14:27,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2021-07-29,12:49,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2021-07-29,12:27,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-07-30,20:06,Lomo Saltado,66,25.0,1650.0,Efectivo,Cajero,salón,,
2021-07-30,14:54,Pollo a la Brasa,72,30.0,2160.0,Efectivo,Cajero,salón,,
2021-07-30,17:42,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2021-07-30,21:37,Arroz Chaufa,40,22.0,880.0,Efectivo,Cajero,salón,,
2021-07-30,18:23,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-07-31,13:29,Lomo Saltado,62,25.0,1550.0,Efectivo,Cajero,salón,,
2021-07-31,12:01,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2021-07-31,21:08,Ceviche Clásico,29,28.0,812.0,Efectivo,Cajero,salón,,
2021-07-31,12:19,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-07-31,21:35,Tallarines Verdes,14,24.0,336.0,Efectivo,Cajero,salón,,
2021-08-01,11:00,Lomo Saltado,42,25.0,1050.0,Efectivo,Cajero,salón,,
2021-08-01,13:02,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2021-08-01,17:11,Ceviche Clásico,22,28.0,616.0,Efectivo,Cajero,salón,,
2021-08-01,12:23,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2021-08-01,11:26,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2021-08-02,15:14,Lomo Saltado,53,25.0,1325.0,Efectivo,Cajero,salón,,
2021-08-02,20:37,Pollo a la Brasa,44,30.0,1320.0,Efectivo,Cajero,salón,,
2021-08-02,16:54,Ceviche Clásico,42,28.0,1176.0,Efectivo,Cajero,salón,,
2021-08-02,11:09,Arroz Chaufa,29,22.0,638.0,Efectivo,Cajero,salón,,
2021-08-02,13:10,Tallarines Verdes,12,24.0,288.0,Efectivo,Cajero,salón,,
2021-08-03,12:19,Lomo Saltado,66,25.0,1650.0,Efectivo,Cajero,salón,,
2021-08-03,17:21,Pollo a la Brasa,47,30.0,1410.0,Efectivo,Cajero,salón,,
2021-08-03,14:56,Ceviche Clásico,46,28.0,1288.0,Efectivo,Cajero,salón,,
2021-08-03,15:33,Arroz Chaufa,50,22.0,1100.0,Efectivo,Cajero,salón,,
2021-08-03,17:41,Tallarines Verdes,28,24.0,672.0,Efectivo,Cajero,salón,,
2021-08-04,19:34,Lomo Saltado,63,25.0,1575.0,Efectivo,Cajero,salón,,
2021-08-04,16:26,Pollo a la Brasa,43,30.0,1290.0,Efectivo,Cajero,salón,,
2021-08-04,12:04,Ceviche Clásico,38,28.0,1064.0,Efectivo,Cajero,salón,,
2021-08-04,19:27,Arroz Chaufa,34,22.0,748.0,Efectivo,Cajero,salón,,
2021-08-04,12:02,Tallarines Verdes,23,24.0,552.0,Efectivo,Cajero,salón,,
2021-08-05,13:27,Lomo Saltado,59,25.0,1475.0,Efectivo,Cajero,salón,,
2021-08-05,14:01,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2021-08-05,14:39,Ceviche Clásico,33,28.0,924.0,Efectivo,Cajero,salón,,
2021-08-05,12:35,Arroz Chaufa,24,22.0,528.0,Efectivo,Cajero,salón,,
2021-08-05,18:38,Tallarines Verdes,10,24.0,240.0,Efectivo,Cajero,salón,,
2021-08-06,17:02,Lomo Saltado,47,25.0,1175.0,Efectivo,Cajero,salón,,
2021-08-06,21:28,Pollo a la Brasa,32,30.0,960.0,Efectivo,Cajero,salón,,
2021-08-06,16:47,Ceviche Clásico,26,28.0,728.0,Efectivo,Cajero,salón,,
2021-08-06,12:24,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2021-08-06,12:17,Tallarines Verdes,20,24.0,480.0,Efectivo,Cajero,salón,,
2021-08-07,20:41,Lomo Saltado,46,25.0,1150.0,Efectivo,Cajero,salón,,
2021-08-07,19:27,Pollo a la Brasa,45,30.0,1350.0,Efectivo,Cajero,salón,,
2021-08-07,12:58,Ceviche Clásico,39,28.0,1092.0,Efectivo,Cajero,salón,,
2021-08-07,13:56,Arroz Chaufa,25,22.0,550.0,Efectivo,Cajero,salón,,
2021-08-07,11:52,Tallarines Verdes,18,24.0,432.0,Efectivo,Cajero,salón,,
2021-08-08,18:10,Lomo Saltado,51,25.0,1275.0,Efectivo,Cajero,salón,,
2021-08-08,15:15,Pollo a la Brasa,53,30.0,1590.0,Efectivo,Cajero,salón,,
2021-08-08,20:00,Ceviche Clásico,20,28.0,560.0,Efectivo,Cajero,salón,,
2021-08-08,19:30,Arroz Chaufa,39,22.0,858.0,Efectivo,Cajero,salón,,
2021-08-08,21:47,Tallarines Verdes,13,24.0,312.0,Efectivo,Cajero,salón,,
2021-08-09,16:53,Lomo Saltado,27,25.0,675.0,Efectivo,Cajero,salón,,
2021-08-09,13:54,Pollo a la Brasa,34,30.0,1020.0,Efectivo,Cajero,salón,,
2021-08-09,18:14,Ceviche Clásico,25,28.0,700.0,Efectivo,Cajero,salón,,
2021-08-09,12:44,Arroz Chaufa,14,22.0,308.0,Efectivo,Cajero,salón,,
2021-08-09,15:21,Tallarines Verdes,17,24.0,408.0,Efectivo,Cajero,salón,,
2021-08-10,12:05,Lomo Saltado,59,25.0,1475.0,Efectivo,Cajero,salón,,
2021-08-10,12:16,Pollo a la Brasa,49,30.0,1470.0,Efectivo,Cajero,salón,,
2021-08-10,17:13,Ceviche Clásico,33,28.0,924.0,Efectivo,Cajero,salón,,
2021-08-10,17:05,Arroz Chaufa,22,22.0,484.0,Efectivo,Cajero,salón,,
2021-08-10,12:52,Tallarines Verdes,19,24.0,456.0,Efectivo,Cajero,salón,,
2021-08-11,13:35,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2021-08-11,15:25,Pollo a la Brasa,54,30.0,1620.0,Efectivo,Cajero,salón,,
2021-08-11,19:03,Ceviche Clásico,43,28.0,1204.0,Efectivo,Cajero,salón,,
2021-08-11,19:52,Arroz Chaufa,27,22.0,594.0,Efectivo,Cajero,salón,,
2021-08-11,13:54,Tallarines Verdes,15,24.0,360.0,Efectivo,Cajero,salón,,
2021-08-12,18:16,Lomo Saltado,34,25.0,850.0,Efectivo,Cajero,salón,,
2021-08-12,11:43,Pollo a la Brasa,31,30.0,930.0,Efectivo,Cajero,salón,,
2021-08-12,12:32,Ceviche Clásico,17,28.0,476.0,Efectivo,Cajero,salón,,
2021-08-12,18:06,Arroz Chaufa,12,22.0,264.0,Efectivo,Cajero,salón,,
2021-08-12,16:14,Tallarines Verdes,9,24.0,216.0,Efectivo,Cajero,salón,,
2021-08-13,14:24,Lomo Saltado,57,25.0,1425.0,Efectivo,Cajero,salón,,
2021-08-13,11:11,Pollo a la Brasa,46,30.0,1380.0,Efectivo,Cajero,salón,,
2021-08-13,19:58,Ceviche Clásico,44,28.0,1232.0,Efectivo,Cajero,salón,,
2021-08-13,14:02,Arroz Chaufa,31,22.0,682.0,Efectivo,Cajero,salón,,
2021-08-13,21:04,Tallarines Verdes,21,24.0,504.0,Efectivo,Cajero,salón,,
2021-08-14,20:05,Lomo Saltado,41,25.0,1025.0,Efectivo,Cajero,salón,,
2021-08-14,15:17,Pollo a la Brasa,28,30.0,840.0,Efectivo,Cajero,salón,,
2021-08-14,13:02,Ceviche Clásico,16,28.0,448.0,Efectivo,Cajero,salón,,
2021-08-14,15:33,Arroz Chaufa,26,22.0,572.0,Efectivo,Cajero,salón,,
2021-08-14,21:32,Tallarines Verdes,11,24.0,264.0,Efectivo,Cajero,salón,,
2021-08-15,16:01,Lomo Saltado,52,25.0,1300.0,Efectivo,Cajero,salón,,
2021-08-15,20:13,Pollo a la Brasa,30,30.0,900.0,Efectivo,Cajero,salón,,
2021-08-15,11:50,Ceviche Clásico,22,28.0,616.0,Efectivo,Cajero,salón,,
2021-08-15,11:37,Arroz Chaufa,17,22.0,374.0,Efectivo,Cajero,salón,,
2021-08-15,14:33,Tallarines Verdes,8,24.0,192.0,Efectivo,Cajero,salón,,
